asset,target_date,quote_date_used,source,value
4068,2022-11-25,2022-11-25,mirror,3652.0
2320,2020-11-25,2020-11-25,backfill-carry,3134.0
2320,2021-01-04,2021-01-04,backfill-carry,3274.0
2320,2021-11-25,2021-11-25,mirror,2502.0
2320,2022-11-25,2022-11-25,mirror,965.0
4068,2020-11-25,2020-11-25,backfill-carry,3801.0
2320,2020-11-25,2020-11-25,backfill-carry,3134.0
4068,2021-01-04,2020-12-30,backfill-carry,3446.0
2320,2021-01-04,2021-01-04,backfill-carry,3274.0
4068,2021-11-25,2021-11-25,mirror,3875.0
2320,2021-11-25,2021-11-25,mirror,2502.0
4068,2022-11-25,2022-11-25,mirror,3652.0
2320,2022-11-25,2022-11-25,mirror,965.0
5068,2020-11-26,2020-11-26,backfill-carry,677.0
4150,2020-11-26,2020-11-26,backfill-carry,729.0
5068,2021-01-04,2021-01-04,backfill-carry,659.0
4150,2021-01-04,2021-01-04,backfill-carry,1260.0
5068,2021-11-26,,off-rolls,0.0
4150,2021-11-26,2021-11-26,mirror,349.0
5068,2022-11-26,,off-rolls,0.0
4150,2022-11-26,,off-rolls,0.0
5248,2020-11-27,2020-11-25,backfill-carry,1377.0
3202,2020-11-27,2020-11-25,backfill-carry,2587.0
5248,2021-01-04,2020-12-30,backfill-carry,1861.0
3202,2021-01-04,2020-12-30,backfill-carry,2522.0
5248,2021-11-27,2021-11-27,mirror,1671.0
3202,2021-11-27,2021-11-27,mirror,936.0
5248,2022-11-27,2022-11-27,mirror,1948.0
3202,2022-11-27,2022-11-27,mirror,1050.0
4187,2020-11-28,2020-11-28,backfill-carry,828.0
4187,2021-01-04,2021-01-04,backfill-carry,608.0
4187,2021-11-28,,off-rolls,0.0
4187,2022-11-28,,off-rolls,0.0
5100,2020-11-28,2020-11-28,backfill-carry,658.0
4994,2020-11-28,2020-11-28,backfill-carry,1076.0
5100,2021-01-04,2021-01-04,backfill-carry,403.0
4994,2021-01-04,2021-01-04,backfill-carry,665.0
5100,2021-11-28,,off-rolls,0.0
4994,2021-11-28,2021-11-28,mirror,229.0
5100,2022-11-28,,off-rolls,0.0
4994,2022-11-28,,off-rolls,0.0
5046,2020-11-28,2020-11-28,backfill-carry,218.0
2410,2020-11-28,2020-11-28,backfill-carry,3278.0
5046,2021-01-04,2021-01-04,backfill-carry,278.0
2410,2021-01-04,2021-01-04,backfill-carry,3187.0
5046,2021-11-28,,off-rolls,0.0
2410,2021-11-28,2021-11-28,mirror,1117.0
5046,2022-11-28,,off-rolls,0.0
2410,2022-11-28,2022-11-28,mirror,401.0
333,2020-11-29,2020-11-29,backfill-carry,398.0
5046,2020-11-29,2020-11-29,backfill-carry,278.0
333,2021-01-04,2021-01-04,backfill-carry,479.0
5046,2021-01-04,2021-01-04,backfill-carry,278.0
333,2021-11-29,2021-11-29,mirror,402.0
5046,2021-11-29,,off-rolls,0.0
333,2022-11-29,,off-rolls,0.0
5046,2022-11-29,,off-rolls,0.0
5131,2020-11-29,2020-11-29,backfill-carry,1764.0
5131,2021-01-04,2021-01-04,backfill-carry,1276.0
5131,2021-11-29,2021-11-29,mirror,675.0
5131,2022-11-29,2022-11-29,mirror,692.0
6904,2020-11-29,2020-11-29,backfill-carry,2545.0
6904,2021-01-04,2021-01-04,backfill-carry,5782.0
6904,2021-11-29,2021-11-29,mirror,5926.0
6904,2022-11-29,2022-11-29,mirror,8134.0
574,2020-11-29,2020-11-29,backfill-carry,107.0
5248,2020-11-29,2020-11-25,backfill-carry,1377.0
574,2021-01-04,2021-01-04,backfill-carry,28.0
5248,2021-01-04,2020-12-30,backfill-carry,1861.0
574,2021-11-29,,off-rolls,0.0
5248,2021-11-29,2021-11-29,mirror,1875.0
574,2022-11-29,,off-rolls,0.0
5248,2022-11-29,2022-11-29,mirror,1937.0
6156,2020-11-29,2020-11-29,backfill-carry,1189.0
574,2020-11-29,2020-11-29,backfill-carry,107.0
6156,2021-01-04,2021-01-04,backfill-carry,1689.0
574,2021-01-04,2021-01-04,backfill-carry,28.0
6156,2021-11-29,,off-rolls,0.0
574,2021-11-29,,off-rolls,0.0
6156,2022-11-29,2022-11-29,mirror,367.0
574,2022-11-29,,off-rolls,0.0
6156,2020-12-03,2020-12-03,backfill-carry,1328.0
6156,2021-01-04,2021-01-04,backfill-carry,1689.0
6156,2021-12-03,,off-rolls,0.0
6156,2022-12-03,2022-12-03,mirror,514.0
3976,2020-12-04,2020-12-02,backfill-carry,646.0
5068,2020-12-04,2020-12-04,backfill-carry,898.0
3976,2021-01-04,2020-12-30,backfill-carry,1207.0
5068,2021-01-04,2021-01-04,backfill-carry,659.0
3976,2021-12-04,2021-12-04,mirror,663.0
5068,2021-12-04,,off-rolls,0.0
3976,2022-12-04,2022-12-04,mirror,648.0
5068,2022-12-04,,off-rolls,0.0
4150,2020-12-04,2020-12-04,backfill-carry,871.0
2161,2020-12-04,2020-12-02,backfill-carry,1633.0
4150,2021-01-04,2021-01-04,backfill-carry,1260.0
2161,2021-01-04,2020-12-30,backfill-carry,855.0
4150,2021-12-04,2021-12-04,mirror,425.0
2161,2021-12-04,2021-12-04,mirror,95.0
4150,2022-12-04,,off-rolls,0.0
2161,2022-12-04,2022-12-04,mirror,1052.0
5100,2020-12-04,2020-12-04,backfill-carry,622.0
5100,2021-01-04,2021-01-04,backfill-carry,403.0
5100,2021-12-04,,off-rolls,0.0
5100,2022-12-04,,off-rolls,0.0
232,2020-12-04,2020-12-04,backfill-carry,83.0
232,2021-01-04,2021-01-04,backfill-carry,103.0
232,2021-12-04,,off-rolls,0.0
232,2022-12-04,,off-rolls,0.0
2306,2020-12-04,2020-12-04,backfill-carry,2708.0
2306,2021-01-04,2021-01-04,backfill-carry,2530.0
2306,2021-12-04,2021-12-04,mirror,2385.0
2306,2022-12-04,2022-12-04,mirror,1801.0
3209,2020-12-04,2020-12-04,backfill-carry,647.0
6918,2020-12-04,2020-12-02,backfill-carry,1683.0
3209,2021-01-04,2021-01-04,backfill-carry,552.0
6918,2021-01-04,2020-12-30,backfill-carry,1224.0
3209,2021-12-04,2021-12-04,mirror,580.0
6918,2021-12-04,2021-12-04,mirror,783.0
3209,2022-12-04,,off-rolls,0.0
6918,2022-12-04,2022-12-04,mirror,320.0
2118,2020-12-04,2020-12-04,backfill-carry,1369.0
2118,2021-01-04,2021-01-04,backfill-carry,1620.0
2118,2021-12-04,2021-12-04,mirror,308.0
2118,2022-12-04,,off-rolls,0.0
4602,2020-12-04,2020-12-04,backfill-carry,2437.0
4144,2020-12-04,2020-12-04,backfill-carry,3878.0
4602,2021-01-04,2021-01-04,backfill-carry,3513.0
4144,2021-01-04,2021-01-04,backfill-carry,3317.0
4602,2021-12-04,2021-12-04,mirror,1253.0
4144,2021-12-04,2021-12-04,mirror,1244.0
4602,2022-12-04,2022-12-04,mirror,1303.0
4144,2022-12-04,2022-12-04,mirror,783.0
5870,2020-12-04,2020-12-04,backfill-carry,4025.0
5870,2021-01-04,2021-01-04,backfill-carry,3979.0
5870,2021-12-04,2021-12-04,mirror,3119.0
5870,2022-12-04,2022-12-04,mirror,3910.0
1166,2020-12-04,2020-12-04,backfill-carry,3549.0
1166,2021-01-04,2021-01-04,backfill-carry,4111.0
1166,2021-12-04,2021-12-04,mirror,3786.0
1166,2022-12-04,2022-12-04,mirror,3765.0
2410,2020-12-04,2020-12-04,backfill-carry,3135.0
954,2020-12-04,2020-12-04,backfill-carry,3406.0
2410,2021-01-04,2021-01-04,backfill-carry,3187.0
954,2021-01-04,2021-01-04,backfill-carry,2525.0
2410,2021-12-04,2021-12-04,mirror,1142.0
954,2021-12-04,2021-12-04,mirror,1436.0
2410,2022-12-04,2022-12-04,mirror,351.0
954,2022-12-04,,off-rolls,0.0
943,2020-12-04,2020-12-04,backfill-carry,167.0
367,2020-12-04,2020-12-04,backfill-carry,957.0
943,2021-01-04,2021-01-04,backfill-carry,273.0
367,2021-01-04,2021-01-04,backfill-carry,663.0
943,2021-12-04,,off-rolls,0.0
367,2021-12-04,2021-12-04,mirror,548.0
943,2022-12-04,,off-rolls,0.0
367,2022-12-04,,off-rolls,0.0
6156,2020-12-05,2020-12-05,backfill-carry,1490.0
232,2020-12-05,2020-12-05,backfill-carry,83.0
6156,2021-01-04,2021-01-04,backfill-carry,1689.0
232,2021-01-04,2021-01-04,backfill-carry,103.0
6156,2021-12-05,,off-rolls,0.0
232,2021-12-05,,off-rolls,0.0
6156,2022-12-05,2022-12-05,mirror,761.0
232,2022-12-05,,off-rolls,0.0
6908,2020-12-05,2020-12-05,backfill-carry,2374.0
6908,2021-01-04,2021-01-04,backfill-carry,1927.0
6908,2021-12-05,2021-12-05,mirror,364.0
6908,2022-12-05,2022-12-05,mirror,0.0
954,2020-12-06,2020-12-06,backfill-carry,3236.0
333,2020-12-06,2020-12-06,backfill-carry,397.0
954,2021-01-04,2021-01-04,backfill-carry,2525.0
333,2021-01-04,2021-01-04,backfill-carry,479.0
954,2021-12-06,2021-12-06,mirror,1372.0
333,2021-12-06,2021-12-06,mirror,169.0
954,2022-12-06,,off-rolls,0.0
333,2022-12-06,,off-rolls,0.0
5170,2020-12-09,2020-12-09,backfill-carry,2786.0
5170,2021-01-04,2021-01-04,backfill-carry,2237.0
5170,2021-12-09,2021-12-09,mirror,480.0
5170,2022-12-09,,off-rolls,0.0
5007,2020-12-10,2020-12-10,backfill-carry,446.0
1166,2020-12-10,2020-12-10,backfill-carry,3981.0
5007,2021-01-04,2021-01-04,backfill-carry,1080.0
1166,2021-01-04,2021-01-04,backfill-carry,4111.0
5007,2021-12-10,,off-rolls,0.0
1166,2021-12-10,2021-12-10,mirror,3683.0
5007,2022-12-10,,off-rolls,0.0
1166,2022-12-10,2022-12-10,mirror,3731.0
2251,2020-12-10,2020-12-10,backfill-carry,1583.0
3209,2020-12-10,2020-12-10,backfill-carry,572.0
2251,2021-01-04,2021-01-04,backfill-carry,2443.0
3209,2021-01-04,2021-01-04,backfill-carry,552.0
2251,2021-12-10,2021-12-10,mirror,1678.0
3209,2021-12-10,2021-12-10,mirror,644.0
2251,2022-12-10,2022-12-10,mirror,838.0
3209,2022-12-10,,off-rolls,0.0
4068,2020-12-11,2020-12-09,backfill-carry,3718.0
6156,2020-12-11,2020-12-11,backfill-carry,1513.0
4068,2021-01-04,2020-12-30,backfill-carry,3446.0
6156,2021-01-04,2021-01-04,backfill-carry,1689.0
4068,2021-12-11,2021-12-11,mirror,3642.0
6156,2021-12-11,,off-rolls,0.0
4068,2022-12-11,2022-12-11,mirror,3584.0
6156,2022-12-11,2022-12-11,mirror,838.0
3209,2020-12-12,2020-12-12,backfill-carry,592.0
2382,2020-12-12,2020-12-12,backfill-carry,1304.0
3209,2021-01-04,2021-01-04,backfill-carry,552.0
2382,2021-01-04,2021-01-04,backfill-carry,934.0
3209,2021-12-12,2021-12-12,mirror,623.0
2382,2021-12-12,,off-rolls,0.0
3209,2022-12-12,,off-rolls,0.0
2382,2022-12-12,,off-rolls,0.0
6826,2020-12-12,2020-12-12,backfill-carry,2168.0
5001,2020-12-12,2020-12-12,backfill-carry,1393.0
6826,2021-01-04,2021-01-04,backfill-carry,2700.0
5001,2021-01-04,2021-01-04,backfill-carry,1324.0
6826,2021-12-12,2021-12-12,mirror,2925.0
5001,2021-12-12,2021-12-12,mirror,2929.0
6826,2022-12-12,2022-12-12,mirror,3200.0
5001,2022-12-12,2022-12-12,mirror,3297.0
6130,2020-12-12,2020-12-12,backfill-carry,3154.0
6130,2021-01-04,2021-01-04,backfill-carry,3243.0
6130,2021-12-12,2021-12-12,mirror,1697.0
6130,2022-12-12,2022-12-12,mirror,2829.0
2320,2020-12-12,2020-12-12,backfill-carry,3160.0
2320,2021-01-04,2021-01-04,backfill-carry,3274.0
2320,2021-12-12,2021-12-12,mirror,2383.0
2320,2022-12-12,2022-12-12,mirror,667.0
3300,2020-12-13,2020-12-13,backfill-carry,277.0
3209,2020-12-13,2020-12-13,backfill-carry,612.0
3300,2021-01-04,2021-01-04,backfill-carry,357.0
3209,2021-01-04,2021-01-04,backfill-carry,552.0
3300,2021-12-13,,off-rolls,0.0
3209,2021-12-13,2021-12-13,mirror,602.0
3300,2022-12-13,,off-rolls,0.0
3209,2022-12-13,,off-rolls,0.0
2382,2020-12-13,2020-12-13,backfill-carry,1305.0
4068,2020-12-13,2020-12-09,backfill-carry,3718.0
2382,2021-01-04,2021-01-04,backfill-carry,934.0
4068,2021-01-04,2020-12-30,backfill-carry,3446.0
2382,2021-12-13,,off-rolls,0.0
4068,2021-12-13,2021-12-13,mirror,3722.0
2382,2022-12-13,,off-rolls,0.0
4068,2022-12-13,2022-12-13,mirror,3726.0
1110,2020-12-16,2020-12-16,backfill-carry,1034.0
5185,2020-12-16,2020-12-16,backfill-carry,2936.0
1110,2021-01-04,2021-01-04,backfill-carry,1290.0
5185,2021-01-04,2020-12-30,backfill-carry,2845.0
1110,2021-12-16,2021-12-16,mirror,464.0
5185,2021-12-16,2021-12-16,mirror,1303.0
1110,2022-12-16,,off-rolls,0.0
5185,2022-12-16,2022-12-16,mirror,2723.0
4068,2020-12-16,2020-12-16,backfill-carry,3611.0
2382,2020-12-16,2020-12-16,backfill-carry,1342.0
4068,2021-01-04,2020-12-30,backfill-carry,3446.0
2382,2021-01-04,2021-01-04,backfill-carry,934.0
4068,2021-12-16,2021-12-16,mirror,3733.0
2382,2021-12-16,,off-rolls,0.0
4068,2022-12-16,2022-12-16,mirror,3748.0
2382,2022-12-16,,off-rolls,0.0
5284,2020-12-16,2020-12-16,backfill-carry,581.0
5284,2021-01-04,2020-12-30,backfill-carry,804.0
5284,2021-12-16,2021-12-16,mirror,1202.0
5284,2022-12-16,2022-12-16,mirror,2364.0
6909,2020-12-17,2020-12-17,backfill-carry,371.0
6909,2021-01-04,2021-01-04,backfill-carry,513.0
6909,2021-12-17,2021-12-17,mirror,66.0
6909,2022-12-17,2022-12-17,mirror,145.0
5026,2020-12-19,2020-12-16,backfill-carry,892.0
2118,2020-12-19,2020-12-19,backfill-carry,1489.0
5026,2021-01-04,2020-12-30,backfill-carry,681.0
2118,2021-01-04,2021-01-04,backfill-carry,1620.0
5026,2021-12-19,2021-12-19,mirror,1228.0
2118,2021-12-19,2021-12-19,mirror,264.0
5026,2022-12-19,2022-12-19,mirror,645.0
2118,2022-12-19,,off-rolls,0.0
3976,2020-12-23,2020-12-23,backfill-carry,1014.0
3976,2021-01-04,2020-12-30,backfill-carry,1207.0
3976,2021-12-23,2021-12-23,mirror,799.0
3976,2022-12-23,2022-12-23,mirror,753.0
2588,2020-12-23,2020-12-23,backfill-carry,700.0
2315,2020-12-23,2020-12-23,backfill-carry,2795.0
2588,2021-01-04,2021-01-04,backfill-carry,585.0
2315,2021-01-04,2021-01-04,backfill-carry,2276.0
2588,2021-12-23,2021-12-23,mirror,144.0
2315,2021-12-23,,off-rolls,0.0
2588,2022-12-23,,off-rolls,0.0
2315,2022-12-23,,off-rolls,0.0
2307,2020-12-24,2020-12-24,backfill-carry,414.0
1386,2020-12-24,2020-12-24,backfill-carry,821.0
2307,2021-01-04,2021-01-04,backfill-carry,553.0
1386,2021-01-04,2021-01-04,backfill-carry,803.0
2307,2021-12-24,2021-12-24,mirror,765.0
1386,2021-12-24,2021-12-24,mirror,235.0
2307,2022-12-24,2022-12-24,mirror,1402.0
1386,2022-12-24,,off-rolls,0.0
3328,2020-12-24,2020-09-19,backfill-carry,273.0
2307,2020-12-24,2020-12-24,backfill-carry,414.0
3328,2021-01-04,2020-09-19,backfill-carry,273.0
2307,2021-01-04,2021-01-04,backfill-carry,553.0
3328,2021-12-24,2021-12-24,mirror,577.0
2307,2021-12-24,2021-12-24,mirror,765.0
3328,2022-12-24,2022-12-24,mirror,314.0
2307,2022-12-24,2022-12-24,mirror,1402.0
6153,2020-12-25,2020-12-25,backfill-carry,99.0
5026,2020-12-25,2020-12-23,backfill-carry,878.0
6153,2021-01-04,2021-01-04,backfill-carry,159.0
5026,2021-01-04,2020-12-30,backfill-carry,681.0
6153,2021-12-25,,off-rolls,0.0
5026,2021-12-25,2021-12-25,mirror,1247.0
6153,2022-12-25,,off-rolls,0.0
5026,2022-12-25,2022-12-25,mirror,647.0
1386,2020-12-26,2020-12-26,backfill-carry,821.0
3328,2020-12-26,2020-09-19,backfill-carry,273.0
1386,2021-01-04,2021-01-04,backfill-carry,803.0
3328,2021-01-04,2020-09-19,backfill-carry,273.0
1386,2021-12-26,2021-12-26,mirror,255.0
3328,2021-12-26,2021-12-26,mirror,597.0
1386,2022-12-26,,off-rolls,0.0
3328,2022-12-26,2022-12-26,mirror,327.0
6909,2020-12-26,2020-12-26,backfill-carry,572.0
5007,2020-12-26,2020-12-26,backfill-carry,909.0
6909,2021-01-04,2021-01-04,backfill-carry,513.0
5007,2021-01-04,2021-01-04,backfill-carry,1080.0
6909,2021-12-26,2021-12-26,mirror,151.0
5007,2021-12-26,,off-rolls,0.0
6909,2022-12-26,2022-12-26,mirror,124.0
5007,2022-12-26,,off-rolls,0.0
2238,2020-12-26,2020-12-26,backfill-carry,2118.0
2238,2021-01-04,2021-01-04,backfill-carry,2030.0
2238,2021-12-26,,off-rolls,0.0
2238,2022-12-26,,off-rolls,0.0
6421,2020-12-27,2020-12-23,backfill-carry,625.0
2238,2020-12-27,2020-12-27,backfill-carry,2138.0
6421,2021-01-04,2020-12-30,backfill-carry,625.0
2238,2021-01-04,2021-01-04,backfill-carry,2030.0
6421,2021-12-27,2021-12-27,mirror,1480.0
2238,2021-12-27,,off-rolls,0.0
6421,2022-12-27,2022-12-27,mirror,895.0
2238,2022-12-27,,off-rolls,0.0
6063,2020-12-27,2020-12-27,backfill-carry,0.0
6063,2021-01-04,2021-01-04,backfill-carry,0.0
6063,2021-12-27,,off-rolls,0.0
6063,2022-12-27,,off-rolls,0.0
5980,2021-08-24,2021-08-24,mirror,3465.0
5980,2022-01-03,2022-01-03,mirror,2146.0
5980,2022-08-24,2022-08-24,mirror,918.0
5980,2023-08-24,2023-08-24,mirror,381.0
1110,2021-08-24,2021-08-24,mirror,1075.0
1110,2022-01-03,2022-01-03,mirror,384.0
1110,2022-08-24,,off-rolls,0.0
1110,2023-08-24,,off-rolls,0.0
3163,2021-08-29,2021-08-29,mirror,3362.0
3163,2022-01-03,2022-01-03,mirror,2398.0
3163,2022-08-29,2022-08-29,mirror,2512.0
3163,2023-08-29,2023-08-29,mirror,4064.0
6845,2021-08-29,2021-08-29,mirror,3080.0
6845,2022-01-03,2022-01-03,mirror,1340.0
6845,2022-08-29,2022-08-29,mirror,1293.0
6845,2023-08-29,2023-08-29,mirror,1084.0
1408,2021-08-29,,off-rolls,0.0
1408,2022-01-03,,off-rolls,0.0
1408,2022-08-29,,off-rolls,0.0
1408,2023-08-29,,off-rolls,0.0
1837,2021-08-29,2021-08-29,mirror,2041.0
1837,2022-01-03,2022-01-03,mirror,2558.0
1837,2022-08-29,2022-08-29,mirror,1806.0
1837,2023-08-29,2023-08-29,mirror,2144.0
5026,2021-08-29,2021-08-29,mirror,1595.0
5026,2022-01-03,2022-01-03,mirror,1125.0
5026,2022-08-29,2022-08-29,mirror,598.0
5026,2023-08-29,2023-08-29,mirror,464.0
2378,2021-08-29,2021-08-29,mirror,692.0
2378,2022-01-03,2022-01-03,mirror,302.0
2378,2022-08-29,2022-08-29,mirror,29.0
2378,2023-08-29,,off-rolls,0.0
138,2021-08-30,2021-08-30,mirror,1589.0
2378,2021-08-30,2021-08-30,mirror,792.0
138,2022-01-03,2022-01-03,mirror,64.0
2378,2022-01-03,2022-01-03,mirror,302.0
138,2022-08-30,,off-rolls,0.0
2378,2022-08-30,,off-rolls,0.0
138,2023-08-30,,off-rolls,0.0
2378,2023-08-30,,off-rolls,0.0
2583,2021-08-31,2021-08-31,mirror,1176.0
5987,2021-08-31,2021-08-31,mirror,2069.0
2583,2022-01-03,,off-rolls,0.0
5987,2022-01-03,2022-01-03,mirror,3154.0
2583,2022-08-31,,off-rolls,0.0
5987,2022-08-31,2022-08-31,mirror,2556.0
2583,2023-08-31,,off-rolls,0.0
5987,2023-08-31,2023-08-31,mirror,3503.0
2410,2021-08-31,2021-08-31,mirror,1559.0
6869,2021-08-31,2021-08-31,mirror,2012.0
2410,2022-01-03,2022-01-03,mirror,1031.0
6869,2022-01-03,2022-01-03,mirror,1711.0
2410,2022-08-31,2022-08-31,mirror,889.0
6869,2022-08-31,2022-08-31,mirror,1121.0
2410,2023-08-31,2023-08-31,mirror,242.0
6869,2023-08-31,2023-08-31,mirror,734.0
4089,2021-08-31,2021-08-31,mirror,1514.0
3163,2021-08-31,2021-08-31,mirror,3218.0
4089,2022-01-03,2022-01-03,mirror,1256.0
3163,2022-01-03,2022-01-03,mirror,2398.0
4089,2022-08-31,2022-08-31,mirror,1367.0
3163,2022-08-31,2022-08-31,mirror,2558.0
4089,2023-08-31,2023-08-31,mirror,1531.0
3163,2023-08-31,2023-08-31,mirror,4023.0
1837,2021-09-05,2021-09-05,mirror,1806.0
1837,2022-01-03,2022-01-03,mirror,2558.0
1837,2022-09-05,2022-09-05,mirror,1736.0
1837,2023-09-05,2023-09-05,mirror,2181.0
6039,2021-09-06,2021-09-06,mirror,1638.0
6039,2022-01-03,2022-01-03,mirror,1021.0
6039,2022-09-06,2022-09-06,mirror,442.0
6039,2023-09-06,2023-09-06,mirror,291.0
4950,2021-09-06,2021-09-06,mirror,1602.0
4950,2022-01-03,2022-01-03,mirror,2904.0
4950,2022-09-06,2022-09-06,mirror,3463.0
4950,2023-09-06,2023-09-06,mirror,3769.0
6984,2021-09-07,2021-09-07,mirror,1595.0
1476,2021-09-07,2021-09-07,mirror,659.0
6984,2022-01-03,2022-01-03,mirror,750.0
1476,2022-01-03,2022-01-03,mirror,210.0
6984,2022-09-07,2022-09-07,mirror,582.0
1476,2022-09-07,,off-rolls,0.0
6984,2023-09-07,2023-09-07,mirror,222.0
1476,2023-09-07,2023-09-07,mirror,359.0
3664,2021-09-07,2021-09-07,mirror,1593.0
3664,2022-01-03,2022-01-03,mirror,1143.0
3664,2022-09-07,2022-09-07,mirror,1621.0
3664,2023-09-07,,off-rolls,0.0
1817,2021-09-07,2021-09-07,mirror,970.0
3664,2021-09-07,2021-09-07,mirror,1593.0
1817,2022-01-03,2022-01-03,mirror,569.0
3664,2022-01-03,2022-01-03,mirror,1143.0
1817,2022-09-07,2022-09-07,mirror,1193.0
3664,2022-09-07,2022-09-07,mirror,1621.0
1817,2023-09-07,,off-rolls,0.0
3664,2023-09-07,,off-rolls,0.0
6849,2021-09-09,2021-09-09,mirror,1644.0
6849,2022-01-03,2022-01-03,mirror,862.0
6849,2022-09-09,2022-09-09,mirror,1023.0
6849,2023-09-09,2023-09-09,mirror,413.0
7098,2021-09-09,2021-09-09,mirror,1696.0
1817,2021-09-09,2021-09-09,mirror,1012.0
7098,2022-01-03,2022-01-03,mirror,531.0
1817,2022-01-03,2022-01-03,mirror,569.0
7098,2022-09-09,2022-09-09,mirror,109.0
1817,2022-09-09,2022-09-09,mirror,1201.0
7098,2023-09-09,,off-rolls,0.0
1817,2023-09-09,,off-rolls,0.0
2325,2021-09-09,2021-09-09,mirror,1566.0
2325,2022-01-03,2022-01-03,mirror,858.0
2325,2022-09-09,2022-09-09,mirror,671.0
2325,2023-09-09,2023-09-09,mirror,340.0
6870,2021-09-09,2021-09-09,mirror,2988.0
6870,2022-01-03,2022-01-03,mirror,1671.0
6870,2022-09-09,2022-09-09,mirror,1291.0
6870,2023-09-09,2023-09-09,mirror,305.0
1476,2021-09-10,2021-09-10,mirror,418.0
4435,2021-09-10,2021-09-10,mirror,1478.0
1476,2022-01-03,2022-01-03,mirror,210.0
4435,2022-01-03,2022-01-03,mirror,431.0
1476,2022-09-10,,off-rolls,0.0
4435,2022-09-10,2022-09-10,mirror,151.0
1476,2023-09-10,2023-09-10,mirror,406.0
4435,2023-09-10,,off-rolls,0.0
2168,2021-09-10,,off-rolls,0.0
6826,2021-09-10,2021-09-10,mirror,2665.0
2168,2022-01-03,2022-01-03,mirror,800.0
6826,2022-01-03,2022-01-03,mirror,2783.0
2168,2022-09-10,,off-rolls,0.0
6826,2022-09-10,2022-09-10,mirror,3099.0
2168,2023-09-10,,off-rolls,0.0
6826,2023-09-10,2023-09-10,mirror,2576.0
6996,2021-09-15,2021-09-15,mirror,1421.0
2168,2021-09-15,,off-rolls,0.0
6996,2022-01-03,2022-01-03,mirror,751.0
2168,2022-01-03,2022-01-03,mirror,800.0
6996,2022-09-15,2022-09-15,mirror,380.0
2168,2022-09-15,,off-rolls,0.0
6996,2023-09-15,2023-09-15,mirror,423.0
2168,2023-09-15,,off-rolls,0.0
7002,2021-09-15,2021-09-15,mirror,1718.0
7002,2022-01-03,2022-01-03,mirror,494.0
7002,2022-09-15,2022-09-15,mirror,468.0
7002,2023-09-15,2023-09-15,mirror,1970.0
6826,2021-09-15,2021-09-15,mirror,2992.0
138,2021-09-15,2021-09-15,mirror,1586.0
6826,2022-01-03,2022-01-03,mirror,2783.0
138,2022-01-03,2022-01-03,mirror,64.0
6826,2022-09-15,2022-09-15,mirror,2844.0
138,2022-09-15,,off-rolls,0.0
6826,2023-09-15,2023-09-15,mirror,2413.0
138,2023-09-15,,off-rolls,0.0
5347,2021-09-15,,off-rolls,0.0
5170,2021-09-15,2021-09-15,mirror,1238.0
5347,2022-01-03,,off-rolls,0.0
5170,2022-01-03,2022-01-03,mirror,513.0
5347,2022-09-15,,off-rolls,0.0
5170,2022-09-15,2022-09-15,mirror,122.0
5347,2023-09-15,,off-rolls,0.0
5170,2023-09-15,,off-rolls,0.0
6853,2021-09-15,2021-09-15,mirror,2180.0
6853,2022-01-03,2022-01-03,mirror,3017.0
6853,2022-09-15,2022-09-15,mirror,1617.0
6853,2023-09-15,2023-09-15,mirror,1624.0
6943,2021-09-15,2021-09-15,mirror,2943.0
4962,2021-09-15,2021-09-15,mirror,1465.0
6943,2022-01-03,2022-01-03,mirror,2876.0
4962,2022-01-03,2022-01-03,mirror,2427.0
6943,2022-09-15,2022-09-15,mirror,4738.0
4962,2022-09-15,2022-09-15,mirror,1087.0
6943,2023-09-15,2023-09-15,mirror,2824.0
4962,2023-09-15,,off-rolls,0.0
1817,2021-09-16,2021-09-16,mirror,1155.0
5026,2021-09-16,2021-09-16,mirror,1245.0
1817,2022-01-03,2022-01-03,mirror,569.0
5026,2022-01-03,2022-01-03,mirror,1125.0
1817,2022-09-16,2022-09-16,mirror,1065.0
5026,2022-09-16,2022-09-16,mirror,559.0
1817,2023-09-16,,off-rolls,0.0
5026,2023-09-16,2023-09-16,mirror,464.0
2168,2021-09-17,,off-rolls,0.0
1408,2021-09-17,,off-rolls,0.0
2168,2022-01-03,2022-01-03,mirror,800.0
1408,2022-01-03,,off-rolls,0.0
2168,2022-09-17,,off-rolls,0.0
1408,2022-09-17,,off-rolls,0.0
2168,2023-09-17,,off-rolls,0.0
1408,2023-09-17,,off-rolls,0.0
4962,2021-09-22,2021-09-22,mirror,1520.0
2168,2021-09-22,,off-rolls,0.0
4962,2022-01-03,2022-01-03,mirror,2427.0
2168,2022-01-03,2022-01-03,mirror,800.0
4962,2022-09-22,2022-09-22,mirror,1192.0
2168,2022-09-22,,off-rolls,0.0
4962,2023-09-22,,off-rolls,0.0
2168,2023-09-22,,off-rolls,0.0
1535,2021-09-22,2021-09-22,mirror,1435.0
1535,2022-01-03,2022-01-03,mirror,2286.0
1535,2022-09-22,2022-09-22,mirror,2532.0
1535,2023-09-22,2023-09-22,mirror,522.0
1848,2021-09-22,2021-09-22,mirror,1500.0
2410,2021-09-22,2021-09-22,mirror,1480.0
1848,2022-01-03,2022-01-03,mirror,418.0
2410,2022-01-03,2022-01-03,mirror,1031.0
