Team,Week,Year,PF,Win?,Opponent,Points against,Margin,Max PF,Efficiency,Number of Injuries,Number of suspensions,Number of players on bye,Largest deficit overcome (if win),Starter turnover from previous week,Difference in pregame avg max PF from opponent,UPST,Hardship,Tanking,Luck,Brosenzweig,Sisenzweig,Highest score?,Lowest score?,Narrowest victory?,Largest blowout?,Most efficient?,Least efficient?,Increase in points from previous week,Number of QB started,Number of WR started,Number of RB started,Number of TE started,Number of QB rostered,Number of WR rostered,Number of RB rostered,Number of TE rostered,Number of transactions,Number of trades,Amount of FAAB spent,Most number of players started from same NFL team,Most number of players rostered from same NFL team,Most number of QBs started from same NFL team,Most number of QBs rostered from same NFL team,Most number of RBs started from same NFL team,Most number of RBs rostered from same NFL team,Most number of WR started from same NFL team,Most number of WR rostered from same NFL team,Most number of TE started from same NFL team,Most number of TE rostered from same NFL team,Number of NFL teams among starting players,Number of NFL teams amoung rostered players,Number of rookies started,Number of rookies rostered,Player average age,Win streak,Loss streak,Win streak counting previous season,Loss streak counting previous season,Top half of league?,Difference between highest and lowest starters,Combined matchup score,Number of donuts,Number of players under 10,Number of players over 20,Number of players over 30,Number of players over 40,Number of players over 50,Number of cuffs rostered,Number of cuffs started,Future draft capital,Startup draft players remaining,WeekNum,Week_Sort,Week_Group,_week_sort
JacobRosenzweig,12,2023,150.04,0.0,AceMatthew,173.9,-23.86,0.0,,0,0,0,,2.0,,0.0,0.0,,-0.5714,0,0,,,,,,,39.359999999999985,2,3,3,1,5,14,5,3,0,0,0.0,1,3,,,,,,,,,9,20,0,0,25.24,0,6,,,,21.46,323.94,0,2,3,1,0,0,,,,,12,12,12,12
JacobRosenzweig,13,2023,158.98,1.0,stevenb123,117.32,41.66,0.0,,0,0,1,,2.0,,0.0,0.0,,0.1429,0,0,,,,,,,8.939999999999998,2,3,3,1,5,14,5,3,0,0,0.0,1,3,,,,,,,,,9,20,0,0,25.26,1,0,,,,31.8,276.3,0,1,3,1,0,0,,,,,13,13,13,13
JacobRosenzweig,14,2023,135.38,1.0,LWebs53,105.8,29.58,0.0,,0,0,0,,2.0,,0.0,0.0,,0.4286,0,0,,,,,,,-23.599999999999994,2,3,3,1,5,14,5,3,1,0,0.0,1,3,,,,,,,,,9,19,0,0,25.2,2,0,,,,31.36,241.18,0,5,3,2,0,0,,,,,14,14,14,14
JacobRosenzweig,15,2023,103.6,0.0,Oliverwkw,155.88,-52.28,0.0,,0,0,0,,4.0,,0.0,0.0,,-0.2857,0,0,,,,,,,-31.78,1,3,4,1,5,14,5,3,0,0,0.0,1,3,,,,,,,,,8,19,0,0,25.22,0,1,,,,28.92,259.48,0,6,2,1,0,0,,,,,15,15,15,15
JacobRosenzweig,17,2023,139.06,1.0,Toilet Final,109.5,29.56,0.0,,0,0,0,,6.0,,0.0,0.0,,0.4286,0,0,,,,,,,35.46000000000001,2,3,2,2,5,14,5,3,0,0,0.0,1,3,,,,,,,,,8,19,0,0,25.26,1,0,,,,16.76,248.56,0,0,1,0,0,0,,,,,17,17,17,17
JacobRosenzweig,Toilet Semis,2023,139.08,1.0,AceMatthew,117.72,21.36,0.0,,0,0,0,,2.0,,0.0,0.0,,0.2857,0,0,,,,,,,0.020000000000010232,1,3,3,2,5,14,5,3,0,0,0.0,1,3,,,,,,,,,9,19,0,0,25.24,2,0,,,,38.0,256.8,0,3,1,1,1,0,,,,,16,1001,16,1001
JacobRosenzweig,1,2024,138.24,0.0,Shmuel256,141.36,-3.12,0.0,,0,0,0,,,,0.0,0.0,,-0.7143,0,0,,,,,,,,2,5,2,1,4,15,6,2,8,1,0.0,2,3,,,,,,,,,8,17,0,0,25.45,0,1,,,,32.0,279.6,0,4,2,1,0,0,,,,,1,1,1,1
JacobRosenzweig,2,2024,87.96,0.0,plehv79,132.52,-44.56,0.0,,0,0,0,,8.0,,0.0,0.0,,0.0,0,0,,,,,,,-50.280000000000015,2,5,2,1,4,15,6,2,0,0,0.0,2,3,,,,,,,,,8,18,0,0,25.36,0,2,,,,24.4,220.48,1,6,1,0,0,0,,,,,2,2,2,2
JacobRosenzweig,3,2024,116.78,0.0,LWebs53,125.98,-9.2,0.0,,0,0,0,,2.0,,0.0,0.0,,-0.1429,0,0,,,,,,,28.820000000000007,2,5,2,1,4,15,6,2,0,0,0.0,2,3,,,,,,,,,9,18,0,0,25.38,0,3,,,,14.12,242.76,0,4,0,0,0,0,,,,,3,3,3,3
JacobRosenzweig,4,2024,159.18,0.0,AceMatthew,171.02,-11.84,0.0,,0,0,0,,6.0,,0.0,0.0,,-0.5714,0,0,,,,,,,42.400000000000006,2,5,2,1,5,15,6,2,1,0,0.0,1,3,,,,,,,,,10,19,0,0,25.43,0,4,,,,23.38,330.2,0,2,3,0,0,0,,,,,4,4,4,4
JacobRosenzweig,5,2024,133.12,0.0,BROsenzweig,144.0,-10.88,0.0,,0,0,2,,4.0,,0.0,0.0,,-0.1429,0,0,,,,,,,-26.060000000000002,2,5,2,1,5,15,6,2,2,0,0.0,2,3,,,,,,,,,9,19,0,0,25.45,0,5,,,,23.7,277.12,0,4,2,0,0,0,,,,,5,5,5,5
JacobRosenzweig,6,2024,135.08,0.0,Oliverwkw,141.94,-6.86,0.0,,0,0,1,,4.0,,0.0,0.0,,-0.2857,0,0,,,,,,,1.960000000000008,2,5,2,1,5,15,6,2,0,0,0.0,2,3,,,,,,,,,9,19,0,0,25.46,0,6,,,,21.5,277.02,0,4,2,0,0,0,,,,,6,6,6,6
JacobRosenzweig,7,2024,108.74,0.0,stevenb123,158.8,-50.06,0.0,,0,0,2,,6.0,,0.0,0.0,,-0.1429,0,0,,,,,,,-26.340000000000018,2,5,2,1,5,15,6,2,0,0,0.0,2,3,,,,,,,,,9,19,0,0,25.48,0,7,,,,24.8,267.54,0,6,2,0,0,0,,,,,7,7,7,7
JacobRosenzweig,8,2024,120.2,0.0,Shmuel256,172.96,-52.76,0.0,,0,0,0,,8.0,,0.0,0.0,,0.0,0,0,,,,,,,11.460000000000008,2,4,3,1,5,15,6,2,0,0,0.0,2,3,,,,,,,,,9,19,0,0,25.5,0,8,,,,12.4,293.16,0,4,0,0,0,0,,,,,8,8,8,8
JacobRosenzweig,9,2024,111.44,0.0,plehv79,165.84,-54.4,0.0,,0,0,1,,6.0,,0.0,0.0,,0.0,0,0,,,,,,,-8.760000000000005,2,5,2,1,5,15,6,2,0,0,0.0,2,3,,,,,,,,,9,19,0,0,25.52,0,9,,,,13.4,277.28,0,4,0,0,0,0,,,,,9,9,9,9
JacobRosenzweig,10,2024,126.48,1.0,LWebs53,73.06,53.42,0.0,,0,0,2,,6.0,,0.0,0.0,,0.8571,0,1,,,,,,,15.040000000000006,2,4,3,1,5,15,6,2,0,0,0.0,1,3,,,,,,,,,10,19,0,0,25.54,1,0,,,,15.2,199.54,0,3,1,0,0,0,,,,,10,10,10,10
JacobRosenzweig,11,2024,195.56,0.0,AceMatthew,212.92,-17.36,0.0,,0,0,2,,6.0,,0.0,0.0,,-0.8571,1,0,,,,,,,69.08,2,4,3,1,5,15,6,2,0,0,0.0,2,3,,,,,,,,,9,19,0,0,25.56,0,1,,,,26.78,408.48,0,2,3,2,0,0,,,,,11,11,11,11
JacobRosenzweig,12,2024,92.24,0.0,BROsenzweig,169.28,-77.04,0.0,,0,0,6,,6.0,,0.0,0.0,,0.0,0,0,,,,,,,-103.32000000000001,2,5,2,1,5,15,6,2,0,0,0.0,2,3,,,,,,,,,9,19,0,0,25.58,0,2,,,,19.7,261.52,0,8,1,0,0,0,,,,,12,12,12,12
JacobRosenzweig,13,2024,155.84,1.0,Oliverwkw,113.02,42.82,0.0,,0,0,0,,12.0,,0.0,0.0,,0.5714,0,0,,,,,,,63.60000000000001,2,5,2,1,5,15,6,2,0,0,0.0,1,3,,,,,,,,,10,19,0,0,25.6,1,0,,,,22.5,268.86,0,2,2,0,0,0,,,,,13,13,13,13
JacobRosenzweig,14,2024,102.12,0.0,stevenb123,163.88,-61.76,0.0,,0,0,6,,8.0,,0.0,0.0,,0.0,0,0,,,,,,,-53.72,1,6,2,1,5,15,6,2,0,0,0.0,2,3,,,,,,,,,9,19,0,0,25.62,0,1,,,,22.02,266.0,1,6,3,0,0,0,,,,,14,14,14,14
JacobRosenzweig,15,2024,143.94,1.0,Oliverwkw,132.48,11.46,0.0,,0,0,0,,8.0,,0.0,0.0,,0.7143,0,0,,,,,,,41.81999999999999,2,5,2,1,5,15,6,2,0,0,0.0,2,3,,,,,,,,,9,19,0,0,25.64,1,0,,,,34.16,276.42,0,2,1,1,1,0,,,,,15,15,15,15
JacobRosenzweig,17,2024,148.64,1.0,Toilet Final,137.78,10.86,0.0,,0,0,0,,2.0,,0.0,0.0,,0.7143,0,0,,,,,,,4.699999999999989,2,5,2,1,5,15,6,2,0,0,0.0,1,3,,,,,,,,,10,19,0,0,25.68,2,0,,,,38.5,286.42,0,4,3,1,1,0,,,,,17,17,17,17
JacobRosenzweig,Toilet Semis,2024,144.18,0.0,AceMatthew,190.92,-46.74,0.0,,0,0,0,,0.0,,0.0,0.0,,0.0,0,0,,,,,,,-4.4599999999999795,2,5,2,1,5,15,6,2,0,0,0.0,2,3,,,,,,,,,9,19,0,0,25.66,0,1,,,,20.74,335.1,0,3,2,0,0,0,,,,,16,1001,16,1001
JacobRosenzweig,1,2025,122.92,0.0,plehv79,128.14,-5.22,0.0,,0,0,0,,,,0.0,0.0,,-0.1429,0,0,,,,,,,,2,4,3,1,8,10,7,5,12,2,0.0,2,3,,,,,,,,,9,19,1,6,25.22,0,2,,,,12.4,251.06,0,3,0,0,0,0,,,,,1,1,1,1
JacobRosenzweig,2,2025,176.2,1.0,Oliverwkw,125.74,50.46,0.0,,0,0,0,,2.0,,0.0,0.0,,0.2857,0,0,,,,,,,53.27999999999999,2,4,3,1,8,10,7,4,1,0,0.0,2,3,,,,,,,,,9,19,1,6,25.28,1,0,,,,28.36,301.94,0,3,3,2,0,0,,,,,2,2,2,2
JacobRosenzweig,3,2025,128.7,0.0,stevenb123,198.46,-69.76,0.0,,0,0,0,,4.0,,0.0,0.0,,-0.2857,0,0,,,,,,,-47.5,2,4,3,1,8,10,6,4,0,0,0.0,2,3,,,,,,,,,8,19,0,6,25.13,0,1,,,,15.6,327.16,0,3,1,0,0,0,,,,,3,3,3,3
JacobRosenzweig,4,2025,160.4,1.0,BROsenzweig,130.84,29.56,0.0,,0,0,0,,0.0,,0.0,0.0,,0.2857,0,0,,,,,,,31.700000000000017,2,4,3,1,8,10,6,4,0,0,0.0,2,3,,,,,,,,,8,19,0,6,25.15,1,0,,,,26.5,291.24,0,3,2,1,0,0,,,,,4,4,4,4
JacobRosenzweig,5,2025,178.7,1.0,AceMatthew,171.12,7.58,0.0,,0,0,3,,4.0,,0.0,0.0,,0.1429,0,0,,,,,,,18.299999999999983,2,4,3,1,8,10,6,4,0,0,0.0,2,3,,,,,,,,,8,19,1,6,25.17,2,0,,,,16.9,349.82,0,0,4,0,0,0,,,,,5,5,5,5
JacobRosenzweig,6,2025,160.2,1.0,LWebs53,136.24,23.96,0.0,,0,0,3,,4.0,,0.0,0.0,,0.1429,0,0,,,,,,,-18.5,2,4,3,1,8,10,6,4,0,0,0.0,2,3,,,,,,,,,8,19,1,6,25.19,3,0,,,,26.6,296.44,0,4,3,2,0,0,,,,,6,6,6,6
JacobRosenzweig,7,2025,132.66,0.0,Shmuel256,134.62,-1.96,0.0,,0,0,2,,2.0,,0.0,0.0,,-0.1429,0,0,,,,,,,-27.539999999999992,2,4,3,1,8,10,6,4,0,0,0.0,2,3,,,,,,,,,8,19,1,6,25.21,0,1,,,,21.9,267.28,0,4,3,0,0,0,,,,,7,7,7,7
JacobRosenzweig,8,2025,166.76,0.0,plehv79,167.64,-0.88,0.0,,0,0,6,,8.0,,0.0,0.0,,-0.4286,0,0,,,,,,,34.099999999999994,2,5,2,1,8,11,6,4,0,0,0.0,2,3,,,,,,,,,9,20,1,6,25.19,0,2,,,,32.86,334.4,1,2,3,1,0,0,,,,,8,8,8,8
JacobRosenzweig,9,2025,171.52,1.0,Oliverwkw,142.24,29.28,0.0,,0,0,5,,6.0,,0.0,0.0,,0.4286,0,0,,,,,,,4.760000000000019,2,5,2,1,8,11,6,5,1,1,0.0,2,3,,,,,,,,,9,21,2,6,25.4,1,0,,,,33.1,313.76,1,2,4,1,0,0,,,,,9,9,9,9
JacobRosenzweig,10,2025,162.88,0.0,stevenb123,224.32,-61.44,0.0,,0,0,4,,6.0,,0.0,0.0,,-0.7143,0,0,,,,,,,-8.640000000000015,2,4,3,1,8,10,6,6,1,0,0.0,1,3,,,,,,,,,10,22,3,6,25.63,0,1,,,,17.08,387.2,0,1,3,0,0,0,,,,,10,10,10,10
JacobRosenzweig,11,2025,122.1,0.0,BROsenzweig,142.64,-20.54,0.0,,0,0,3,,10.0,,0.0,0.0,,-0.2857,0,0,,,,,,,-40.78,1,4,4,1,8,10,6,6,0,0,0.0,2,3,,,,,,,,,9,22,2,6,25.65,0,2,,,,25.0,264.74,0,5,2,0,0,0,,,,,11,11,11,11
JacobRosenzweig,12,2025,171.9,0.0,AceMatthew,174.12,-2.22,0.0,,0,0,3,,2.0,,0.0,0.0,,-0.7143,0,0,,,,,,,49.80000000000001,2,4,3,1,8,10,6,6,0,0,0.0,2,3,,,,,,,,,9,22,1,6,25.67,0,3,,,,33.1,346.02,0,3,3,1,0,0,,,,,12,12,12,12
JacobRosenzweig,13,2025,108.0,0.0,LWebs53,125.74,-17.74,0.0,,0,0,0,,4.0,,0.0,0.0,,-0.1429,0,0,,,,,,,-63.900000000000006,2,4,3,1,8,10,6,6,0,0,0.0,2,3,,,,,,,,,9,22,2,6,25.69,0,4,,,,19.14,233.74,0,4,1,0,0,0,,,,,13,13,13,13
JacobRosenzweig,14,2025,135.66,0.0,Shmuel256,161.8,-26.14,0.0,,0,0,1,,6.0,,0.0,0.0,,-0.4286,0,0,,,,,,,27.659999999999997,2,3,4,1,8,10,6,6,0,0,0.0,2,3,,,,,,,,,9,22,1,6,25.71,0,5,,,,26.4,297.46,0,4,2,0,0,0,,,,,14,14,14,14
JacobRosenzweig,15,2025,144.86,0.0,Oliverwkw,188.38,-43.52,0.0,,0,0,0,,4.0,,0.0,0.0,,-0.4286,0,0,,,,,,,9.200000000000017,2,3,4,1,8,10,6,6,0,0,0.0,2,3,,,,,,,,,9,22,2,6,25.73,0,6,,,,19.82,333.24,0,4,3,0,0,0,,,,,15,15,15,15
JacobRosenzweig,17,2025,0.0,,,,,0.0,,0,0,0,,0.0,,,0.0,,,0,0,,,,,,,-144.86,2,4,3,1,8,9,6,6,0,0,0.0,2,3,,,,,,,,,9,21,2,6,25.75,0,0,,,,0.0,,10,10,0,0,0,0,,,,,17,17,17,17
JacobRosenzweig,Toilet Semis,2025,155.18,1.0,LWebs53,144.34,10.84,0.0,,0,0,0,,2.0,,0.0,0.0,,0.4286,0,0,,,,,,,155.18,2,4,3,1,8,9,6,6,1,0,0.0,2,3,,,,,,,,,9,21,2,6,25.73,1,0,,,,31.78,299.52,0,4,4,1,0,0,,,,,16,1001,16,1001
LWebs53,1,2021,128.08,0.0,plehv79,187.22,-59.14,0.0,,0,0,0,,,,0.0,0.0,,0.0,0,0,,,,,,,,2,4,2,1,4,10,9,2,10,1,0.0,1,2,,,,,,,,,7,12,0,0,27.92,0,1,,,,25.84,315.3,0,3,3,0,0,0,,,,,1,1,1,1
LWebs53,2,2021,217.54,1.0,Oliverwkw,192.92,24.62,0.0,,0,0,0,,2.0,,0.0,0.0,,0.0,0,0,,,,,,,89.45999999999998,2,4,2,1,4,10,9,2,3,0,0.0,1,2,,,,,,,,,6,13,0,0,27.86,1,0,,,,26.7,410.46,0,0,6,1,1,0,,,,,2,2,2,2
LWebs53,3,2021,193.12,1.0,BROsenzweig,131.44,61.68,0.0,,0,0,0,,4.0,,0.0,0.0,,0.0,0,0,,,,,,,-24.419999999999987,2,4,2,1,4,9,10,2,8,0,0.0,1,2,,,,,,,,,8,13,0,0,28.31,2,0,,,,14.6,324.56,0,0,4,1,0,0,,,,,3,3,3,3
LWebs53,4,2021,128.18,0.0,AceMatthew,138.46,-10.28,0.0,,0,0,0,,2.0,,0.0,0.0,,-0.1429,0,0,,,,,,,-64.94,2,4,2,1,4,9,11,1,3,0,0.0,1,2,,,,,,,,,7,13,0,0,28.13,0,1,,,,25.6,266.64,0,2,2,1,0,0,,,,,4,4,4,4
LWebs53,5,2021,205.6,1.0,shmuel256,156.16,49.44,0.0,,0,0,0,,2.0,,0.0,0.0,,0.1429,0,0,,,,,,,77.41999999999999,2,4,2,1,4,10,10,1,1,0,0.0,1,2,,,,,,,,,8,13,0,0,27.97,1,0,,,,28.94,361.76,0,1,4,2,0,0,,,,,5,5,5,5
LWebs53,6,2021,148.98,1.0,stevenb123,135.68,13.3,0.0,,0,0,0,,4.0,,0.0,0.0,,0.7143,0,0,,,,,,,-56.620000000000005,2,4,2,1,4,9,10,2,2,0,0.0,1,2,,,,,,,,,6,13,0,0,28.14,2,0,,,,19.0,284.66,0,1,3,0,0,0,,,,,6,6,6,6
LWebs53,7,2021,173.2,1.0,JacobRosenzweig,116.94,56.26,0.0,,0,0,1,,4.0,,0.0,0.0,,0.0,0,0,,,,,,,24.22,2,3,3,1,4,7,10,4,3,0,0.0,1,2,,,,,,,,,8,13,0,0,28.53,3,0,,,,22.7,290.14,0,1,4,1,0,0,,,,,7,7,7,7
LWebs53,8,2021,130.56,0.0,plehv79,164.36,-33.8,0.0,,0,0,1,,8.0,,0.0,0.0,,-0.7143,0,0,,,,,,,-42.639999999999986,2,3,3,1,4,7,11,3,6,0,0.0,1,2,,,,,,,,,5,13,0,0,29.16,0,1,,,,20.5,294.92,0,3,2,0,0,0,,,,,8,8,8,8
LWebs53,9,2021,115.12,0.0,Oliverwkw,175.98,-60.86,0.0,,0,0,1,,8.0,,0.0,0.0,,-0.5714,0,0,,,,,,,-15.439999999999998,2,4,2,1,5,7,10,3,4,0,0.0,1,2,,,,,,,,,6,12,0,0,28.89,0,2,,,,17.1,291.1,0,2,1,0,0,0,,,,,9,9,9,9
LWebs53,10,2021,133.48,1.0,BROsenzweig,69.82,63.66,0.0,,0,0,0,,8.0,,0.0,0.0,,0.5714,0,0,,,,,,,18.359999999999985,2,3,3,1,5,7,9,4,7,1,0.0,1,2,,,,,,,,,6,13,0,0,28.98,1,0,,,,11.32,203.3,0,1,1,0,0,0,,,,,10,10,10,10
LWebs53,11,2021,196.38,1.0,AceMatthew,76.04,120.34,0.0,,0,0,0,,6.0,,0.0,0.0,,0.0,0,0,,,,,,,62.900000000000006,2,3,3,1,5,5,11,4,5,0,0.0,1,2,,,,,,,,,7,13,0,0,28.37,2,0,,,,16.8,272.42,0,0,5,2,0,0,,,,,11,11,11,11
LWebs53,12,2021,123.22,0.0,shmuel256,152.44,-29.22,0.0,,0,0,2,,8.0,,0.0,0.0,,-0.5714,0,0,,,,,,,-73.16,2,4,2,1,5,5,11,4,1,0,0.0,1,2,,,,,,,,,4,13,0,0,28.31,0,1,,,,24.38,275.66,0,2,1,0,0,0,,,,,12,12,12,12
LWebs53,13,2021,153.36,1.0,stevenb123,152.1,1.26,0.0,,0,0,1,,10.0,,0.0,0.0,,0.1429,0,0,,,,,,,30.140000000000015,2,3,3,1,4,6,11,3,7,0,0.0,1,2,,,,,,,,,5,14,0,0,28.48,1,0,,,,26.9,305.46,0,3,4,1,0,0,,,,,13,13,13,13
LWebs53,14,2021,194.64,1.0,JacobRosenzweig,163.86,30.78,0.0,,0,0,0,,10.0,,0.0,0.0,,0.0,0,0,,,,,,,41.27999999999997,1,3,3,2,3,7,11,4,4,0,0.0,1,2,,,,,,,,,7,15,0,0,28.61,2,0,,,,29.5,358.5,0,2,6,2,0,0,,,,,14,14,14,14
LWebs53,15,2021,148.78,1.0,plehv79,146.38,2.4,0.0,,0,0,0,,4.0,,0.0,0.0,,0.1429,0,0,,,,,,,-45.859999999999985,2,3,3,1,3,7,11,4,3,0,0.0,1,2,,,,,,,,,6,15,0,0,28.6,3,0,,,,36.34,295.16,0,3,2,1,1,0,,,,,15,15,15,15
LWebs53,16,2021,160.96,1.0,Toilet Semis,97.62,63.34,0.0,,0,0,0,,4.0,,0.0,0.0,,0.2857,0,0,,,,,,,12.180000000000007,2,3,3,1,3,5,12,5,9,0,0.0,1,2,,,,,,,,,6,14,0,0,28.71,4,0,,,,25.9,258.58,0,2,2,2,0,0,,,,,16,16,16,16
LWebs53,Final,2021,157.72,0.0,stevenb123,162.0,-4.28,0.0,,0,0,0,,4.0,,0.0,0.0,,-0.5714,0,0,,,,,,,-3.240000000000009,2,3,3,1,4,6,11,4,4,0,0.0,1,2,,,,,,,,,6,15,0,0,28.37,0,1,,,,26.3,319.72,0,1,3,1,0,0,,,,,17,1002,17,1002
LWebs53,1,2022,144.88,1.0,JacobRosenzweig,116.9,27.98,0.0,,0,0,0,,,,0.0,0.0,,0.4286,0,0,,,,,,,,2,3,3,1,5,10,7,2,30,1,0.0,1,3,,,,,,,,,7,14,0,0,28.43,1,0,,,,26.4,261.78,0,1,3,1,0,0,,,,,1,1,1,1
LWebs53,2,2022,147.06,0.0,stevenb123,167.44,-20.38,0.0,,0,0,0,,2.0,,0.0,0.0,,-0.4286,0,0,,,,,,,2.180000000000007,2,3,3,1,5,8,10,2,5,0,0.0,1,4,,,,,,,,,7,13,0,0,28.56,0,1,,,,34.4,314.5,0,4,2,2,1,0,,,,,2,2,2,2
LWebs53,3,2022,113.0,1.0,AceMatthew,97.8,15.2,0.0,,0,0,0,,4.0,,0.0,0.0,,0.7143,0,0,,,,,,,-34.06,2,3,3,1,5,8,10,2,8,1,0.0,2,4,,,,,,,,,7,14,0,0,28.68,1,0,,,,13.0,210.8,0,3,0,0,0,0,,,,,3,3,3,3
LWebs53,4,2022,168.26,1.0,Oliverwkw,163.58,4.68,0.0,,0,0,0,,8.0,,0.0,0.0,,0.0,0,0,,,,,,,55.25999999999999,2,4,2,1,5,9,9,2,7,0,0.0,2,4,,,,,,,,,6,14,0,0,27.68,2,0,,,,28.14,331.84,0,2,5,1,0,0,,,,,4,4,4,4
LWebs53,5,2022,133.66,0.0,BROsenzweig,155.62,-21.96,0.0,,0,0,0,,6.0,,0.0,0.0,,-0.2857,0,0,,,,,,,-34.599999999999994,2,3,3,1,6,9,8,2,4,0,0.0,2,4,,,,,,,,,6,13,0,0,27.9,0,1,,,,33.5,289.28,1,2,2,2,0,0,,,,,5,5,5,5
LWebs53,6,2022,136.42,1.0,plehv79,94.22,42.2,0.0,,0,0,1,,6.0,,0.0,0.0,,0.2857,0,0,,,,,,,2.759999999999991,2,3,3,1,5,9,10,2,6,0,0.0,3,4,,,,,,,,,5,13,0,0,27.54,1,0,,,,29.2,230.64,0,2,1,0,0,0,,,,,6,6,6,6
LWebs53,7,2022,146.7,1.0,Shmuel256,128.6,18.1,0.0,,0,0,1,,6.0,,0.0,0.0,,0.4286,0,0,,,,,,,10.280000000000001,2,3,3,1,5,7,10,2,8,0,0.0,2,3,,,,,,,,,5,13,0,0,27.86,2,0,,,,17.1,275.3,0,0,2,0,0,0,,,,,7,7,7,7
LWebs53,8,2022,171.58,1.0,JacobRosenzweig,116.88,54.7,0.0,,0,0,2,,6.0,,0.0,0.0,,0.4286,0,0,,,,,,,24.880000000000024,2,3,3,1,5,7,11,2,7,0,0.0,2,3,,,,,,,,,6,15,0,0,27.57,3,0,,,,23.8,288.46,0,1,3,2,0,0,,,,,8,8,8,8
LWebs53,9,2022,195.8,1.0,stevenb123,104.94,90.86,0.0,,0,0,0,,6.0,,0.0,0.0,,0.0,0,0,,,,,,,24.22,2,3,3,1,5,7,11,2,3,0,0.0,2,4,,,,,,,,,6,14,0,0,27.53,4,0,,,,51.0,300.74,0,2,5,1,1,1,,,,,9,9,9,9
LWebs53,10,2022,165.72,1.0,AceMatthew,139.56,26.16,0.0,,0,0,2,,4.0,,0.0,0.0,,0.1429,0,0,,,,,,,-30.080000000000013,2,4,2,1,5,7,11,2,2,0,0.0,2,4,,,,,,,,,4,15,0,0,27.51,5,0,,,,27.8,305.28,0,1,3,1,0,0,,,,,10,10,10,10
LWebs53,11,2022,101.46,0.0,Oliverwkw,122.02,-20.56,0.0,,0,0,3,,8.0,,0.0,0.0,,-0.1429,0,0,,,,,,,-64.26,2,3,3,1,6,8,10,1,7,0,0.0,2,4,,,,,,,,,5,13,0,0,27.25,0,1,,,,33.3,223.48,0,5,1,1,0,0,,,,,11,11,11,11
LWebs53,12,2022,157.9,1.0,BROsenzweig,153.58,4.32,0.0,,0,0,0,,10.0,,0.0,0.0,,0.0,0,0,,,,,,,56.44000000000001,2,4,2,1,5,7,11,2,4,0,0.0,3,4,,,,,,,,,5,15,0,0,27.99,1,0,,,,17.14,311.48,0,0,1,0,0,0,,,,,12,12,12,12
LWebs53,13,2022,150.12,1.0,plehv79,131.66,18.46,0.0,,0,0,0,,2.0,,0.0,0.0,,0.1429,0,0,,,,,,,-7.780000000000001,2,4,2,1,5,7,10,2,4,1,0.0,2,4,,,,,,,,,6,14,0,0,28.2,2,0,,,,27.7,281.78,0,2,4,0,0,0,,,,,13,13,13,13
LWebs53,14,2022,161.46,1.0,Shmuel256,81.48,79.98,0.0,,0,0,3,,6.0,,0.0,0.0,,0.0,0,0,,,,,,,11.340000000000003,2,4,2,1,5,6,11,2,1,0,0.0,2,4,,,,,,,,,7,13,0,0,28.4,3,0,,,,28.2,242.94,0,2,5,1,0,0,,,,,14,14,14,14
LWebs53,15,2022,164.1,1.0,JacobRosenzweig,102.08,62.02,0.0,,0,0,0,,12.0,,0.0,0.0,,0.0,0,0,,,,,,,2.6399999999999864,1,3,4,1,5,8,10,2,2,0,0.0,2,4,,,,,,,,,5,14,0,0,27.95,4,0,,,,33.5,266.18,0,3,6,3,0,0,,,,,15,15,15,15
LWebs53,16,2022,164.16,1.0,Toilet Semis,131.56,32.6,0.0,,0,0,0,,8.0,,0.0,0.0,,0.1429,0,0,,,,,,,0.060000000000002274,2,4,2,1,5,7,10,2,2,0,0.0,2,4,,,,,,,,,6,14,0,0,28.05,5,0,,,,25.9,295.72,0,1,4,1,0,0,,,,,16,16,16,16
LWebs53,Final,2022,117.88,1.0,stevenb123,112.06,5.82,0.0,,0,0,1,,4.0,,0.0,0.0,,0.4286,0,0,,,,,,,-46.28,2,4,2,1,5,8,8,3,4,0,0.0,2,4,,,,,,,,,6,15,0,0,27.86,6,0,,,,36.48,229.94,0,4,2,1,0,0,,,,,17,1002,17,1002
LWebs53,1,2023,161.92,1.0,stevenb123,110.6,51.32,0.0,,0,0,0,,,,0.0,0.0,,0.0,0,0,,,,,,,,2,4,2,1,4,9,10,4,27,3,0.0,3,5,,,,,,,,,7,18,0,0,27.14,7,0,,,,36.5,272.52,0,2,3,1,1,0,,,,,1,1,1,1
LWebs53,2,2023,158.22,1.0,AceMatthew,117.52,40.7,0.0,,0,0,0,,6.0,,0.0,0.0,,0.1429,0,0,,,,,,,-3.6999999999999886,2,4,2,1,4,10,11,2,3,0,0.0,4,5,,,,,,,,,6,18,0,0,27.14,8,0,,,,26.2,275.74,0,1,3,1,0,0,,,,,2,2,2,2
LWebs53,3,2023,201.5,1.0,Shmuel256,154.22,47.28,0.0,,0,0,0,,4.0,,0.0,0.0,,0.0,0,0,,,,,,,43.28,2,3,3,1,4,11,11,2,2,0,0.0,2,5,,,,,,,,,8,18,0,0,27.02,9,0,,,,42.46,355.72,0,2,5,2,1,0,,,,,3,3,3,3
