Player,Year,Top Team,Last team,Number of teams,Number of transactions,Number of trades,Points,Avg points,Weeks missed due to injury,Weeks missed due to suspension,Weeks as starter,% of points (highest team),% of points (lowest team),Change in points from previous season,Change in avg points from previous season,Change in points from career,Change in avg points from career,Times as Player of the week?,Times as QB of the week?,Times as RB of the week?,Times as WR of the week?,Times as TE of the week?,Times as Benchwarmer of the week?,Times as Bench QB of the week?,Times as Bench RB of the week?,Times as Bench WR of the week?,Times as Bench TE of the week?,Times as Highest starter on team?,Times as Lowest starter on team?,Rookie?,Age,Best week,Worst week
Jonathon Brooks,2024,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,7.1,-0.3
Jonathon Brooks,2025,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Jonnu Smith,2021,,,,,,65.9,,,,,,,,,,,,,,,,,,,,,,,,,10.4,0.0
Jonnu Smith,2023,,,,,,54.4,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0
Jonnu Smith,2024,,,,,,140.4,,,,,,,,,,,,,,,,,,,,,,,,,28.1,3.8
Jonnu Smith,2025,,,,,,26.1,,,,,,,,,,,,,,,,,,,,,,,,,12.5,0.0
Jordan Addison,2023,,,,,,205.6,,,,,,,,,,,,,,,,,,,,,,,,,31.3,0.0
Jordan Addison,2024,,,,,,211.5,,,,,,,,,,,,,,,,,,,,,,,,,39.3,0.0
Jordan Addison,2025,,,,,,120.8,,,,,,,,,,,,,,,,,,,,,,,,,21.8,0.0
Jordan James,2025,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Jordan Love,2021,,,,,,12.88,,,,,,,,,,,,,,,,,,,,,,,,,10.9,-0.3
Jordan Love,2022,,,,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,8.52,0.0
Jordan Love,2023,,,,,,294.52,,,,,,,,,,,,,,,,,,,,,,,,,28.44,0.0
Jordan Love,2024,,,,,,227.1,,,,,,,,,,,,,,,,,,,,,,,,,28.16,0.0
Jordan Love,2025,,,,,,230.14000000000001,,,,,,,,,,,,,,,,,,,,,,,,,28.3,0.0
Jordan Mason,2022,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Jordan Mason,2024,,,,,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0
Jordan Mason,2025,,,,,,117.5,,,,,,,,,,,,,,,,,,,,,,,,,23.6,0.0
Jordan Travis,2024,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Jordan Whittington,2024,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,15.9,0.0
Jordan Whittington,2025,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5
Josh Allen,2021,,,,,,373.71999999999997,,,,,,,,,,,,,,,,,,,,,,,,,37.22,0.0
Josh Allen,2022,,,,,,368.48,,,,,,,,,,,,,,,,,,,,,,,,,35.16,0.0
Josh Allen,2023,,,,,,366.58,,,,,,,,,,,,,,,,,,,,,,,,,39.66,0.0
Josh Allen,2024,,,,,,376.04,,,,,,,,,,,,,,,,,,,,,,,,,51.88,0.0
Josh Allen,2025,,,,,,338.44,,,,,,,,,,,,,,,,,,,,,,,,,42.68,0.0
Josh Doctson,2021,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Josh Doctson,2022,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Josh Doctson,2023,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Josh Downs,2023,,,,,,149.3,,,,,,,,,,,,,,,,,,,,,,,,,23.5,0.0
Josh Downs,2024,,,,,,164.1,,,,,,,,,,,,,,,,,,,,,,,,,22.2,0.0
Josh Downs,2025,,,,,,121.4,,,,,,,,,,,,,,,,,,,,,,,,,16.2,0.0
Josh Gordon,2021,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,2.1,0.0
Josh Jacobs,2021,,,,,,203.6,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0
Josh Jacobs,2022,,,,,,319.3,,,,,,,,,,,,,,,,,,,,,,,,,48.3,0.0
Josh Jacobs,2023,,,,,,179.1,,,,,,,,,,,,,,,,,,,,,,,,,27.9,0.0
Josh Jacobs,2024,,,,,,280.5,,,,,,,,,,,,,,,,,,,,,,,,,28.6,0.0
Josh Jacobs,2025,,,,,,234.79999999999998,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.0
Josh Reynolds,2022,,,,,,41.5,,,,,,,,,,,,,,,,,,,,,,,,,21.1,0.0
Josh Reynolds,2023,,,,,,49.5,,,,,,,,,,,,,,,,,,,,,,,,,17.6,0.0
Joshua Dobbs,2023,,,,,,104.22,,,,,,,,,,,,,,,,,,,,,,,,,25.12,-0.02
Joshua Kelley,2023,,,,,,46.5,,,,,,,,,,,,,,,,,,,,,,,,,13.5,0.0
Joshua Palmer,2021,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,17.6,0.0
Joshua Palmer,2022,,,,,,158.4,,,,,,,,,,,,,,,,,,,,,,,,,30.6,0.0
Joshua Palmer,2023,,,,,,95.7,,,,,,,,,,,,,,,,,,,,,,,,,21.3,0.0
Joshua Palmer,2024,,,,,,107.4,,,,,,,,,,,,,,,,,,,,,,,,,14.3,0.0
Joshua Palmer,2025,,,,,,12.7,,,,,,,,,,,,,,,,,,,,,,,,,6.7,1.5
JuJu Smith-Schuster,2021,,,,,,34.8,,,,,,,,,,,,,,,,,,,,,,,,,16.4,0.0
JuJu Smith-Schuster,2022,,,,,,178.79999999999998,,,,,,,,,,,,,,,,,,,,,,,,,25.4,0.0
JuJu Smith-Schuster,2023,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0
JuJu Smith-Schuster,2024,,,,,,6.8999999999999995,,,,,,,,,,,,,,,,,,,,,,,,,5.1,0.0
Julio Jones,2021,,,,,,63.6,,,,,,,,,,,,,,,,,,,,,,,,,18.8,0.0
Julio Jones,2022,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,14.3,0.0
Justice Hill,2022,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,7.7,0.6
Justice Hill,2023,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,22.2,0.0
Justice Hill,2024,,,,,,115.60000000000001,,,,,,,,,,,,,,,,,,,,,,,,,21.6,0.0
Justice Hill,2025,,,,,,11.799999999999999,,,,,,,,,,,,,,,,,,,,,,,,,9.4,0.0
Justin Fields,2021,,,,,,119.8,,,,,,,,,,,,,,,,,,,,,,,,,23.3,0.0
Justin Fields,2022,,,,,,281.98,,,,,,,,,,,,,,,,,,,,,,,,,42.72,0.0
Justin Fields,2023,,,,,,215.56,,,,,,,,,,,,,,,,,,,,,,,,,32.98,0.0
Justin Fields,2024,,,,,,114.14,,,,,,,,,,,,,,,,,,,,,,,,,30.98,0.0
Justin Fields,2025,,,,,,141.66,,,,,,,,,,,,,,,,,,,,,,,,,29.52,0.0
Justin Herbert,2021,,,,,,353.34000000000003,,,,,,,,,,,,,,,,,,,,,,,,,42.82,0.0
Justin Herbert,2022,,,,,,258.44,,,,,,,,,,,,,,,,,,,,,,,,,28.76,0.0
Justin Herbert,2023,,,,,,231.16,,,,,,,,,,,,,,,,,,,,,,,,,28.42,0.0
Justin Herbert,2024,,,,,,253.36,,,,,,,,,,,,,,,,,,,,,,,,,24.44,0.0
Justin Herbert,2025,,,,,,268.74,,,,,,,,,,,,,,,,,,,,,,,,,29.2,0.0
Justin Jackson,2021,,,,,,43.300000000000004,,,,,,,,,,,,,,,,,,,,,,,,,34.2,9.1
Justin Jefferson,2021,,,,,,308.3,,,,,,,,,,,,,,,,,,,,,,,,,37.2,0.0
Justin Jefferson,2022,,,,,,360.86,,,,,,,,,,,,,,,,,,,,,,,,,39.4,0.0
Justin Jefferson,2023,,,,,,166.2,,,,,,,,,,,,,,,,,,,,,,,,,27.9,0.0
Justin Jefferson,2024,,,,,,308.08,,,,,,,,,,,,,,,,,,,,,,,,,36.4,0.0
Justin Jefferson,2025,,,,,,176.1,,,,,,,,,,,,,,,,,,,,,,,,,22.6,0.0
Justin Watson,2023,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,7.3,0.0
Justin Watson,2024,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Juwan Johnson,2021,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,3.3,0.0
Juwan Johnson,2022,,,,,,49.5,,,,,,,,,,,,,,,,,,,,,,,,,22.7,0.0
Juwan Johnson,2023,,,,,,14.6,,,,,,,,,,,,,,,,,,,,,,,,,6.6,0.0
Juwan Johnson,2025,,,,,,120.5,,,,,,,,,,,,,,,,,,,,,,,,,19.2,0.0
K.J. Osborn,2023,,,,,,116.1,,,,,,,,,,,,,,,,,,,,,,,,,20.5,0.0
K.J. Osborn,2024,,,,,,18.7,,,,,,,,,,,,,,,,,,,,,,,,,10.6,0.0
KJ Hamler,2022,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
KaVontae Turpin,2024,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,4.1,4.1
KaVontae Turpin,2025,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.4
Kadarius Toney,2021,,,,,,82.36,,,,,,,,,,,,,,,,,,,,,,,,,29.6,0.0
Kadarius Toney,2022,,,,,,44.9,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0
Kadarius Toney,2023,,,,,,34.4,,,,,,,,,,,,,,,,,,,,,,,,,9.4,0.9
Kaleb Johnson,2025,,,,,,7.800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,2.3,-1.2
Kalel Mullings,2025,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.0
Kalif Raymond,2023,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,4.2,4.2
Kareem Hunt,2021,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,27.5,0.0
Kareem Hunt,2022,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0
Kareem Hunt,2023,,,,,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,16.1,0.0
Kareem Hunt,2024,,,,,,155.4,,,,,,,,,,,,,,,,,,,,,,,,,22.3,0.0
Kareem Hunt,2025,,,,,,74.9,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0
Kayshon Boutte,2024,,,,,,49.2,,,,,,,,,,,,,,,,,,,,,,,,,20.5,0.0
Kayshon Boutte,2025,,,,,,69.8,,,,,,,,,,,,,,,,,,,,,,,,,16.5,0.0
KeAndre Lambert-Smith,2025,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.0
Keaontay Ingram,2022,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.0
Keaontay Ingram,2023,,,,,,7.8999999999999995,,,,,,,,,,,,,,,,,,,,,,,,,7.1,0.0
Keaton Mitchell,2023,,,,,,47.6,,,,,,,,,,,,,,,,,,,,,,,,,13.6,0.0
Keaton Mitchell,2024,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,5.8,0.0
Keaton Mitchell,2025,,,,,,48.4,,,,,,,,,,,,,,,,,,,,,,,,,11.1,0.0
Keenan Allen,2021,,,,,,245.6,,,,,,,,,,,,,,,,,,,,,,,,,22.4,0.0
Keenan Allen,2022,,,,,,133.8,,,,,,,,,,,,,,,,,,,,,,,,,21.4,0.0
Keenan Allen,2023,,,,,,277.86,,,,,,,,,,,,,,,,,,,,,,,,,44.46,0.0
Keenan Allen,2024,,,,,,179.9,,,,,,,,,,,,,,,,,,,,,,,,,29.1,0.0
Keenan Allen,2025,,,,,,167.4,,,,,,,,,,,,,,,,,,,,,,,,,28.9,0.0
Kellen Mond,2021,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2
Kendre Miller,2023,,,,,,28.4,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0
Kendre Miller,2024,,,,,,29.099999999999998,,,,,,,,,,,,,,,,,,,,,,,,,9.2,0.0
Kendre Miller,2025,,,,,,33.3,,,,,,,,,,,,,,,,,,,,,,,,,12.5,0.0
Kendrick Bourne,2021,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3
Kendrick Bourne,2023,,,,,,41.4,,,,,,,,,,,,,,,,,,,,,,,,,16.3,5.6
Kendrick Bourne,2025,,,,,,35.4,,,,,,,,,,,,,,,,,,,,,,,,,19.2,3.4
Kenneth Gainwell,2021,,,,,,103.7,,,,,,,,,,,,,,,,,,,,,,,,,20.9,0.0
Kenneth Gainwell,2022,,,,,,82.7,,,,,,,,,,,,,,,,,,,,,,,,,12.8,0.0
Kenneth Gainwell,2023,,,,,,40.78,,,,,,,,,,,,,,,,,,,,,,,,,11.4,0.0
Kenneth Gainwell,2024,,,,,,40.300000000000004,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0
Kenneth Gainwell,2025,,,,,,181.2,,,,,,,,,,,,,,,,,,,,,,,,,31.4,0.0
Kenneth Walker,2022,,,,,,189.1,,,,,,,,,,,,,,,,,,,,,,,,,28.7,0.0
Kenneth Walker,2023,,,,,,189.3,,,,,,,,,,,,,,,,,,,,,,,,,30.6,0.0
Kenneth Walker,2024,,,,,,180.2,,,,,,,,,,,,,,,,,,,,,,,,,33.6,0.0
Kenneth Walker,2025,,,,,,166.9,,,,,,,,,,,,,,,,,,,,,,,,,25.4,0.0
Kenny Golladay,2021,,,,,,83.9,,,,,,,,,,,,,,,,,,,,,,,,,17.6,0.0
Kenny Golladay,2022,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,4.2,0.0
Kenny Pickett,2022,,,,,,133.96,,,,,,,,,,,,,,,,,,,,,,,,,19.06,0.0
Kenny Pickett,2023,,,,,,108.2,,,,,,,,,,,,,,,,,,,,,,,,,18.5,0.0
Kenny Pickett,2024,,,,,,24.14,,,,,,,,,,,,,,,,,,,,,,,,,16.02,-0.2
Kenny Pickett,2025,,,,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,1.26,1.26
Kenyan Drake,2021,,,,,,101.5,,,,,,,,,,,,,,,,,,,,,,,,,21.3,0.0
Kenyan Drake,2022,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5
Keon Coleman,2024,,,,,,105.5,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0
Keon Coleman,2025,,,,,,93.5,,,,,,,,,,,,,,,,,,,,,,,,,25.2,0.0
KhaDarel Hodge,2023,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Khalil Herbert,2021,,,,,,76.1,,,,,,,,,,,,,,,,,,,,,,,,,19.2,-0.7
Khalil Herbert,2022,,,,,,111.89999999999999,,,,,,,,,,,,,,,,,,,,,,,,,30.9,0.0
Khalil Herbert,2023,,,,,,106.4,,,,,,,,,,,,,,,,,,,,,,,,,22.2,0.0
Khalil Herbert,2024,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,8.7,0.0
Khalil Shakir,2022,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,16.5,0.0
Khalil Shakir,2023,,,,,,38.4,,,,,,,,,,,,,,,,,,,,,,,,,9.7,0.0
Khalil Shakir,2024,,,,,,181.5,,,,,,,,,,,,,,,,,,,,,,,,,21.6,0.0
Khalil Shakir,2025,,,,,,156.9,,,,,,,,,,,,,,,,,,,,,,,,,20.8,0.0
Kimani Vidal,2024,,,,,,31.7,,,,,,,,,,,,,,,,,,,,,,,,,13.1,0.0
Kimani Vidal,2025,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,22.8,0.0
Kirk Cousins,2021,,,,,,269.44,,,,,,,,,,,,,,,,,,,,,,,,,27.52,0.0
Kirk Cousins,2022,,,,,,274.58,,,,,,,,,,,,,,,,,,,,,,,,,32.4,0.0
Kirk Cousins,2023,,,,,,146.74,,,,,,,,,,,,,,,,,,,,,,,,,28.56,0.0
Kirk Cousins,2024,,,,,,165.32,,,,,,,,,,,,,,,,,,,,,,,,,34.36,0.0
Kirk Cousins,2025,,,,,,44.4,,,,,,,,,,,,,,,,,,,,,,,,,17.58,0.0
Kyle Monangai,2025,,,,,,133.1,,,,,,,,,,,,,,,,,,,,,,,,,22.8,0.0
Kyle Philips,2022,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,1.7,-0.5
Kyle Pitts,2021,,,,,,173.8,,,,,,,,,,,,,,,,,,,,,,,,,26.9,0.0
Kyle Pitts,2022,,,,,,75.6,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0
Kyle Pitts,2023,,,,,,132.6,,,,,,,,,,,,,,,,,,,,,,,,,15.7,0.0
Kyle Pitts,2024,,,,,,127.7,,,,,,,,,,,,,,,,,,,,,,,,,25.1,0.0
Kyle Pitts,2025,,,,,,195.4,,,,,,,,,,,,,,,,,,,,,,,,,45.6,0.0
Kyle Trask,2021,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Kyle Williams,2025,,,,,,43.7,,,,,,,,,,,,,,,,,,,,,,,,,14.2,-0.2
Kyler Murray,2021,,,,,,270.38,,,,,,,,,,,,,,,,,,,,,,,,,33.56,0.0
Kyler Murray,2022,,,,,,194.51999999999998,,,,,,,,,,,,,,,,,,,,,,,,,25.88,0.0
Kyler Murray,2023,,,,,,121.58,,,,,,,,,,,,,,,,,,,,,,,,,22.68,0.0
Kyler Murray,2024,,,,,,265.36,,,,,,,,,,,,,,,,,,,,,,,,,28.54,0.0
Kyler Murray,2025,,,,,,77.78,,,,,,,,,,,,,,,,,,,,,,,,,18.32,0.0
Kyren Williams,2022,,,,,,30.5,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0
Kyren Williams,2023,,,,,,236.6,,,,,,,,,,,,,,,,,,,,,,,,,38.4,0.0
Kyren Williams,2024,,,,,,270.1,,,,,,,,,,,,,,,,,,,,,,,,,31.6,0.0
Kyren Williams,2025,,,,,,236.2,,,,,,,,,,,,,,,,,,,,,,,,,31.1,0.0
Ladd McConkey,2024,,,,,,222.4,,,,,,,,,,,,,,,,,,,,,,,,,29.4,0.0
Ladd McConkey,2025,,,,,,176.8,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0
Lamar Jackson,2021,,,,,,236.98,,,,,,,,,,,,,,,,,,,,,,,,,41.88,0.0
Lamar Jackson,2022,,,,,,233.07999999999998,,,,,,,,,,,,,,,,,,,,,,,,,41.62,0.0
Lamar Jackson,2023,,,,,,326.22,,,,,,,,,,,,,,,,,,,,,,,,,36.34,0.0
Lamar Jackson,2024,,,,,,402.4,,,,,,,,,,,,,,,,,,,,,,,,,36.1,0.0
Lamar Jackson,2025,,,,,,190.44,,,,,,,,,,,,,,,,,,,,,,,,,29.36,0.0
Laquon Treadwell,2021,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,9.4,9.4
Latavius Murray,2021,,,,,,51.7,,,,,,,,,,,,,,,,,,,,,,,,,13.6,0.0
Latavius Murray,2022,,,,,,55.2,,,,,,,,,,,,,,,,,,,,,,,,,21.2,6.1
Laviska Shenault,2021,,,,,,115.8,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0
Le'Veon Bell,2021,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
LeQuint Allen,2025,,,,,,24.5,,,,,,,,,,,,,,,,,,,,,,,,,3.6,0.0
Leonard Fournette,2021,,,,,,254.5,,,,,,,,,,,,,,,,,,,,,,,,,44.1,0.0
Leonard Fournette,2022,,,,,,224.7,,,,,,,,,,,,,,,,,,,,,,,,,35.9,0.0
Leonard Fournette,2023,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Lil'Jordan Humphrey,2024,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,6.8,0.0
Lil'Jordan Humphrey,2025,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Logan Thomas,2021,,,,,,53.6,,,,,,,,,,,,,,,,,,,,,,,,,13.8,0.0
Logan Thomas,2022,,,,,,15.2,,,,,,,,,,,,,,,,,,,,,,,,,12.7,2.5
Logan Thomas,2023,,,,,,99.1,,,,,,,,,,,,,,,,,,,,,,,,,20.7,0.0
Luke McCaffrey,2024,,,,,,34.8,,,,,,,,,,,,,,,,,,,,,,,,,7.4,0.0
Luke McCaffrey,2025,,,,,,31.8,,,,,,,,,,,,,,,,,,,,,,,,,10.3,0.0
Luke Musgrave,2023,,,,,,73.1,,,,,,,,,,,,,,,,,,,,,,,,,14.1,0.0
Luke Musgrave,2024,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,4.3,0.0
Luke Musgrave,2025,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,5.3,-0.1
Luke Schoonmaker,2023,,,,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,10.3,0.0
Luke Schoonmaker,2024,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.3
Luther Burden,2025,,,,,,92.6,,,,,,,,,,,,,,,,,,,,,,,,,19.8,0.0
Mac Jones,2021,,,,,,210.1,,,,,,,,,,,,,,,,,,,,,,,,,22.28,-0.54
Mac Jones,2022,,,,,,149.86,,,,,,,,,,,,,,,,,,,,,,,,,22.28,0.0
Mac Jones,2023,,,,,,105.4,,,,,,,,,,,,,,,,,,,,,,,,,24.14,-1.6
Mack Hollins,2022,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,6.3,6.3
Malachi Corley,2024,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,2.0,-0.2
Malik Nabers,2024,,,,,,255.2,,,,,,,,,,,,,,,,,,,,,,,,,36.1,0.0
Malik Nabers,2025,,,,,,57.1,,,,,,,,,,,,,,,,,,,,,,,,,37.7,0.0
Malik Washington,2024,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,5.8,0.0
Malik Washington,2025,,,,,,103.4,,,,,,,,,,,,,,,,,,,,,,,,,13.6,0.0
Malik Willis,2022,,,,,,18.34,,,,,,,,,,,,,,,,,,,,,,,,,9.26,-2.4
MarShawn Lloyd,2024,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,2.8,0.0
MarShawn Lloyd,2025,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Marcus Mariota,2022,,,,,,2.86,,,,,,,,,,,,,,,,,,,,,,,,,2.86,2.86
Mark Andrews,2021,,,,,,283.6,,,,,,,,,,,,,,,,,,,,,,,,,41.7,0.0
Mark Andrews,2022,,,,,,189.5,,,,,,,,,,,,,,,,,,,,,,,,,28.9,0.0
Mark Andrews,2023,,,,,,134.4,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0
Mark Andrews,2024,,,,,,173.4,,,,,,,,,,,,,,,,,,,,,,,,,20.1,0.0
Mark Andrews,2025,,,,,,119.8,,,,,,,,,,,,,,,,,,,,,,,,,27.1,0.0
Mark Ingram,2021,,,,,,63.8,,,,,,,,,,,,,,,,,,,,,,,,,20.8,0.0
Marlon Mack,2022,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.2
Marquez Callaway,2021,,,,,,151.79999999999998,,,,,,,,,,,,,,,,,,,,,,,,,24.5,0.0
Marquez Valdes-Scantling,2022,,,,,,92.39999999999999,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0
Marquez Valdes-Scantling,2024,,,,,,46.2,,,,,,,,,,,,,,,,,,,,,,,,,16.7,0.0
Marquise Brown,2021,,,,,,218.6,,,,,,,,,,,,,,,,,,,,,,,,,33.5,0.0
Marquise Brown,2022,,,,,,153.3,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.0
Marquise Brown,2023,,,,,,134.70000000000002,,,,,,,,,,,,,,,,,,,,,,,,,17.4,0.0
Marquise Brown,2024,,,,,,18.1,,,,,,,,,,,,,,,,,,,,,,,,,9.5,0.0
Marquise Brown,2025,,,,,,95.9,,,,,,,,,,,,,,,,,,,,,,,,,20.5,0.0
Marvin Harrison,2024,,,,,,179.2,,,,,,,,,,,,,,,,,,,,,,,,,29.0,0.0
Marvin Harrison,2025,,,,,,127.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,22.6,0.0
Marvin Jones,2021,,,,,,158.4,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0
Marvin Jones,2022,,,,,,14.1,,,,,,,,,,,,,,,,,,,,,,,,,7.8,6.3
Marvin Mims,2023,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,20.3,-1.1
Marvin Mims,2024,,,,,,106.4,,,,,,,,,,,,,,,,,,,,,,,,,29.2,0.0
Marvin Mims,2025,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,20.5,0.0
Mason Taylor,2025,,,,,,88.9,,,,,,,,,,,,,,,,,,,,,,,,,17.7,0.0
Mason Tipton,2024,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,3.4,3.4
Matt Breida,2023,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,3.4,3.4
Matt Ryan,2021,,,,,,206.07999999999998,,,,,,,,,,,,,,,,,,,,,,,,,29.02,-0.32
Matt Ryan,2022,,,,,,85.42,,,,,,,,,,,,,,,,,,,,,,,,,27.16,0.8
Matthew Golden,2025,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,13.2,0.0
Matthew Stafford,2021,,,,,,309.21999999999997,,,,,,,,,,,,,,,,,,,,,,,,,29.52,0.0
Matthew Stafford,2022,,,,,,106.38,,,,,,,,,,,,,,,,,,,,,,,,,18.88,0.0
Matthew Stafford,2023,,,,,,243.1,,,,,,,,,,,,,,,,,,,,,,,,,23.66,0.0
Matthew Stafford,2024,,,,,,210.58,,,,,,,,,,,,,,,,,,,,,,,,,27.8,0.0
Matthew Stafford,2025,,,,,,306.96,,,,,,,,,,,,,,,,,,,,,,,,,30.88,0.0
Max Brosmer,2025,,,,,,-3.06,,,,,,,,,,,,,,,,,,,,,,,,,-3.06,-3.06
Maxx Williams,2021,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.4
Mecole Hardman,2021,,,,,,120.60000000000001,,,,,,,,,,,,,,,,,,,,,,,,,16.6,0.0
Mecole Hardman,2022,,,,,,92.8,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.0
Mecole Hardman,2023,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6
Melvin Gordon,2021,,,,,,178.5,,,,,,,,,,,,,,,,,,,,,,,,,23.1,0.0
Melvin Gordon,2022,,,,,,84.1,,,,,,,,,,,,,,,,,,,,,,,,,14.5,-1.2
Michael Carter,2021,,,,,,152.5,,,,,,,,,,,,,,,,,,,,,,,,,32.2,0.0
Michael Carter,2022,,,,,,122.5,,,,,,,,,,,,,,,,,,,,,,,,,17.3,0.0
Michael Carter,2023,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Michael Carter,2025,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,8.4,8.4
Michael Gallup,2021,,,,,,91.5,,,,,,,,,,,,,,,,,,,,,,,,,15.6,0.0
Michael Gallup,2022,,,,,,103.4,,,,,,,,,,,,,,,,,,,,,,,,,18.3,0.0
Michael Gallup,2023,,,,,,38.4,,,,,,,,,,,,,,,,,,,,,,,,,15.2,1.3
Michael Mayer,2023,,,,,,71.4,,,,,,,,,,,,,,,,,,,,,,,,,13.9,0.0
