Year,Number,Player Picked,Team,Original Team,Number of starts before next transaction,Number of trades,Commissioner moved?,Avg PPG on team,Avg PPG on team adjusted by position,Pick-adjusted Difference in Avg PPG on team adjusted by position,Avg career PPG,Avg career PPG adjusted by position,Pick-adjusted Difference in Avg career PPG adjusted by position,Player addition value,Pick-adjusted Difference in Player addition value,% of starts made while rostered by drafting team,Points added,Avg points added,Avg points added adjusted by position,Pick-adjusted Difference in Avg points added adjusted by position,O-Score,Age when drafted,Cuff when drafted?,Tanking,Injury adjusted % of starts made while rostered by drafting team,KTC on draft day,Pick-adjusted Difference in KTC on draft day,KTC at end of rookie year,Pick-adjusted Difference in KTC at end of rookie year,KTC 1 year after draft day,Pick-adjusted Difference in KTC 1 year after draft day,KTC 2 years after draft day,Pick-adjusted Difference in KTC 2 years after draft day,KTC 3 years after draft day,Pick-adjusted Difference in KTC 3 years after draft day,KTC 4 years after draft day,Pick-adjusted Difference in KTC 4 years after draft day,Length of tenure on team,Weeks before first start,Link to next transaction,Link to previous transaction
2021 (vet),2.03,Jordan Love,LWebs53,LWebs53,1,0,False,0.79,0.67,-9.3029,14.34,12.06,2.145,5.7161,-12.7267,0.0294,10.9,10.9,9.17,2.2012,64.1,22.82,True,0.0094,0.0323,3143.0,102.75,2731.0,498.25,1777.0,-368.375,4443.0,3087.625,7301.0,6211.625,5785.0,4732.625,687.0,8,T#62,
2021 (vet),2.04,Mike Williams,plehv79,plehv79,10,0,False,14.65,15.45,8.9929,11.38,12.0,2.5787,43.3028,32.1615,0.5882,141.5,14.15,14.92,10.0825,67.3,26.9,False,-0.0048,0.6667,3020.0,-7.0,3435.0,1279.875,4498.0,2730.125,3172.0,1851.625,1920.0,283.125,0.0,-1625.625,333.0,1,T#303,
2021 (vet),2.05,Matt Ryan,BROsenzweig,BROsenzweig,11,0,False,12.67,10.66,4.8086,12.46,10.48,0.7038,24.4678,12.6401,0.4583,151.7,13.79,11.6,6.3475,54.1,36.28,False,-0.0175,0.4783,3156.0,99.125,2104.0,-196.625,2452.0,450.0,0.0,-1762.875,0.0,-1911.75,0.0,-1625.625,423.0,0,#206,
2021 (vet),2.06,Jakobi Meyers,AceMatthew,AceMatthew,0,0,False,,,,12.43,13.11,2.8513,,,,0.0,0.0,0.0,-6.7025,56.9,24.8,False,-0.0014,,2955.0,-35.125,2434.0,89.25,2328.0,166.75,2135.0,170.0,2622.0,761.75,3193.0,1647.25,0.0,,T#6,
2021 (vet),2.07,Sam Darnold,JacobRosenzweig,JacobRosenzweig,4,0,False,12.51,10.52,3.3929,12.68,10.67,-0.1313,18.1378,3.6384,0.2353,55.18,13.79,11.6,5.6513,66.1,24.23,False,-0.0002,0.3636,3829.0,841.25,1770.0,-764.875,971.0,-1628.5,1492.0,-564.875,2418.0,379.75,3387.0,1695.25,363.0,3,#400,
2021 (vet),2.08,Sony Michel,stevenb123,stevenb123,0,0,False,0.2,0.2,-9.6457,5.85,5.87,-4.8813,0.2,-17.8455,0.0,0.0,0.0,0.0,-7.1225,16.6,26.53,False,-0.0053,0.0,2336.0,-750.25,1930.0,-472.75,1089.0,-1493.625,0.0,-1847.125,0.0,-1544.875,0.0,-1497.75,17.0,,#1385,
2021 (vet),3.01,Russell Gage,stevenb123,stevenb123,0,0,False,3.9,4.11,-5.1286,10.73,11.31,1.1137,4.11,-13.752,0.0,0.0,0.0,0.0,-7.145,31.9,25.6,False,-0.0037,0.0,2430.0,-712.125,2056.0,-373.625,2014.0,-358.625,498.0,-1348.125,279.0,-1403.375,0.0,-1670.0,24.0,,#1388,
2021 (vet),3.02,Tony Pollard,JacobRosenzweig,JacobRosenzweig,0,0,False,10.51,10.53,2.5983,12.24,12.27,2.925,10.53,-5.1611,0.0,0.0,0.0,0.0,-5.695,56.8,24.33,False,-0.0003,0.0,2729.0,-236.25,3301.0,1105.5,3493.0,1474.625,5396.0,4069.625,2964.0,1531.375,3194.0,1923.25,389.0,,T#120,
2021 (vet),3.03,Jameis Winston,AceMatthew,AceMatthew,5,0,False,9.83,8.27,1.0771,11.07,9.31,0.9938,13.1689,0.025,0.1786,70.72,14.14,11.9,7.6925,61.7,27.64,False,-0.005,0.3125,4133.0,1597.625,2288.0,175.0,3145.0,1258.625,811.0,-889.25,1220.0,-148.375,1362.0,261.375,451.0,0,#65,
2021 (vet),3.04,Mecole Hardman,BROsenzweig,BROsenzweig,4,0,False,8.89,9.38,2.6314,6.5,6.86,-0.8725,12.6009,0.0355,0.125,26.4,6.6,6.96,3.585,52.7,23.47,False,0.0017,0.1667,2438.0,-24.875,1834.0,-169.5,1760.0,-202.375,1273.0,-183.0,936.0,-165.625,846.0,104.25,479.0,6,#222,
2021 (vet),3.05,Kirk Cousins,plehv79,plehv79,11,0,False,17.96,15.11,8.225,15.46,13.0,6.415,45.9288,36.8572,0.6471,197.54,17.96,15.1,12.7425,86.6,33.03,False,-0.0134,0.7333,3561.0,1306.375,3776.0,2154.25,3743.0,2065.125,3662.0,2442.0,3299.0,2423.5,1378.0,702.75,320.0,0,T#166,
2021 (vet),3.06,Adam Trautman,LWebs53,LWebs53,0,0,False,,,,3.85,4.63,-1.5575,,,,0.0,0.0,0.0,-4.245,27.9,24.56,False,0.006,,2040.0,-395.125,1476.0,-195.5,1097.0,-659.875,740.0,-783.0,687.0,-480.125,0.0,-847.5,2.0,,#511,
2021 (vet),3.07,DeeJay Dallas,Oliverwkw,Oliverwkw,0,0,False,0.5,0.5,-7.708,1.92,1.92,-4.835,0.5,-16.4957,0.0,0.0,0.0,0.0,-4.245,20.7,22.95,False,0.001,0.0,920.0,-1734.25,761.0,-885.625,924.0,-731.875,541.0,-840.375,364.0,-1074.25,0.0,-1010.125,38.0,,#892,
2021 (vet),3.08,Phillip Lindsay,shmuel256,shmuel256,0,0,False,8.5,8.52,1.228,3.54,3.55,-2.6825,13.52,-0.5799,0.0,0.0,0.0,0.0,-2.7575,34.2,27.1,True,-0.0043,0.0,1554.0,-706.125,440.0,-1097.125,194.0,-1249.875,0.0,-1413.625,0.0,-1331.25,0.0,-839.875,17.0,,#1221,
2021 (vet),4.01,Denzel Mims,shmuel256,shmuel256,0,0,False,,,,2.68,2.83,-3.8875,,,,0.0,0.0,0.0,-2.8862,25.7,23.89,False,-0.0011,,1793.0,-349.5,818.0,-453.25,796.0,-352.625,501.0,-690.875,554.0,-591.0,0.0,-734.125,0.0,,T#370,
2021 (vet),4.02,Ryan Fitzpatrick,Oliverwkw,Oliverwkw,0,0,False,-0.28,-0.24,-7.054,-0.28,-0.24,-6.4988,-0.24,-8.9636,0.0,0.0,0.0,0.0,-0.9988,28.7,38.76,False,-0.0213,0.0,2353.0,435.75,154.0,-879.625,0.0,-980.5,0.0,-976.25,0.0,-884.125,0.0,-561.875,33.0,,#889,
2021 (vet),4.03,Jared Goff,LWebs53,LWebs53,0,0,False,,,,16.77,14.1,10.2125,,,,0.0,0.0,0.0,-0.9988,69.2,26.87,False,0.0014,,3362.0,1825.875,2387.0,1817.0,2512.0,1969.25,4064.0,3683.625,4810.0,4613.0,4495.0,4495.0,2.0,,#389,
2021 (vet),4.04,Sterling Shepard,plehv79,plehv79,0,0,False,11.1,11.71,7.386,6.41,6.76,1.6513,11.71,5.4764,0.0,0.0,0.0,0.0,-0.9988,51.3,28.55,False,-0.0071,0.0,1614.0,-195.25,1091.0,385.5,719.0,37.125,528.0,-226.75,0.0,-752.75,0.0,-561.875,363.0,,#1068,
2021 (vet),4.05,Cam Newton,BROsenzweig,BROsenzweig,2,0,False,11.91,10.02,5.358,11.91,10.02,5.3188,14.5679,8.9059,0.1176,19.0,9.5,7.99,7.99,67.0,32.3,False,-0.0116,0.2857,1736.0,-58.0,85.0,-746.25,0.0,-771.75,0.0,-820.75,0.0,-752.75,0.0,-561.875,362.0,11,#197,
2021 (vet),4.06,Parris Campbell,AceMatthew,AceMatthew,0,0,False,3.15,3.32,-2.682,5.94,6.26,1.0888,3.32,-4.5916,0.0,0.0,0.0,0.0,-0.9988,45.1,24.12,False,-0.0006,0.0,2319.0,597.875,1211.0,520.5,1602.0,1030.5,1436.0,794.75,658.0,-12.5,0.0,-561.875,35.0,,#35,
2021 (vet),4.07,Josh Doctson,JacobRosenzweig,JacobRosenzweig,0,0,False,0.0,0.0,-6.666,0.0,0.0,-5.9537,0.0,-8.5756,0.0,0.0,0.0,0.0,-0.9988,29.5,28.74,False,-0.0067,,0.0,-2011.0,0.0,-841.875,107.0,-651.375,37.0,-779.125,0.0,-752.75,0.0,-561.875,296.0,,#396,
2021 (vet),4.08,Anthony Firkser,stevenb123,stevenb123,0,0,False,,,,3.62,4.35,-1.06,,,,0.0,0.0,0.0,-0.9988,34.7,26.52,False,-0.0053,,1357.0,-484.375,549.0,-224.25,244.0,-497.25,0.0,-820.75,0.0,-752.75,0.0,-561.875,12.0,,#1383,
startup,1.01,Christian McCaffrey,Oliverwkw,Oliverwkw,41,0,False,22.52,23.13,7.0812,22.33,22.93,8.7025,91.4507,30.611,0.6119,937.46,22.86,23.49,6.375,74.8,24.26,False,-0.0015,0.9762,9999.0,896.875,9937.0,2096.875,9574.0,2605.875,6035.0,703.375,6518.0,2174.625,7262.0,3343.0,1335.0,0,T#257,
startup,1.02,Saquon Barkley,LWebs53,LWebs53,2,0,False,7.7,7.91,-10.0413,16.54,16.99,2.02,18.2927,-51.6917,0.1429,15.4,7.7,7.91,-11.1525,30.9,23.58,False,0.0019,1.0,9983.0,878.875,8519.0,501.625,6727.0,-597.0,5179.0,-259.625,5838.0,1409.625,5625.0,1501.375,97.0,0,T#52,
startup,1.03,Ezekiel Elliott,JacobRosenzweig,JacobRosenzweig,41,0,False,11.35,11.66,-5.8225,11.03,11.33,-4.3475,33.3088,-34.7986,0.4881,582.46,14.21,14.59,-3.6375,9.4,25.14,False,0.0017,0.5467,8850.0,-395.75,6431.0,-1847.375,5834.0,-1601.625,3706.0,-1916.75,1519.0,-3449.25,1657.0,-2962.625,1754.0,0,#433,
startup,1.04,Dalvin Cook,AceMatthew,AceMatthew,9,0,False,24.95,25.63,9.8937,13.49,13.86,-1.5013,98.1341,38.1299,0.8182,239.3,26.59,27.31,10.6725,43.9,25.09,False,-0.002,1.0,8043.0,-1303.625,8176.0,115.75,7455.0,222.0,5127.0,-318.125,2695.0,-2126.25,692.0,-4048.25,80.0,0,T#5,
startup,1.05,Lamar Jackson,stevenb123,stevenb123,38,0,False,20.17,16.17,-0.7487,20.64,16.55,1.525,69.6413,6.0755,0.76,766.62,20.17,16.17,-1.86,65.0,23.67,False,-0.0019,1.0,9999.0,896.875,8188.0,129.25,7931.0,757.5,7987.0,2899.375,7945.0,3780.0,9002.0,5300.5,1005.0,0,T#319,
startup,1.06,Patrick Mahomes,plehv79,plehv79,94,0,False,20.94,16.78,0.205,21.09,16.9,2.4013,99.1549,39.4096,0.9126,1968.6,20.94,16.79,-0.85,76.6,24.98,False,-0.0046,0.9895,9999.0,1220.5,9999.0,2515.375,9999.0,3488.5,9470.0,4720.875,9996.0,6382.5,9998.0,6900.125,2204.0,0,,
startup,1.07,Michael Thomas,BROsenzweig,BROsenzweig,15,0,False,11.24,11.69,-7.1387,11.05,11.5,-4.0125,27.2467,-51.1531,0.2239,189.8,12.65,13.16,-6.5512,8.5,27.52,False,-0.0055,0.75,9185.0,516.25,6649.0,-1218.5,4255.0,-3016.75,3144.0,-2372.875,2138.0,-2512.75,0.0,-4488.5,1392.0,0,T#77,
startup,1.08,Clyde Edwards-Helaire,shmuel256,shmuel256,6,0,False,13.87,14.25,-5.2625,8.59,8.83,-7.7388,36.48,-46.3049,0.5455,97.5,16.25,16.69,-3.2175,12.4,21.42,False,0.0034,0.6,8408.0,-84.0,6639.0,-1167.625,6093.0,-947.625,3192.0,-2535.75,1429.0,-3779.625,889.0,-3543.5,82.0,0,T#299,
startup,2.01,Alvin Kamara,shmuel256,shmuel256,21,0,False,23.66,24.3,7.1625,17.39,17.86,2.08,104.4589,31.8291,0.913,496.8,23.66,24.3,6.6863,63.3,25.13,False,-0.003,1.0,8350.0,-163.125,8120.0,701.625,7451.0,908.875,4848.0,-467.375,3187.0,-2147.625,3489.0,-1061.25,414.0,0,T#373,
startup,2.02,Derrick Henry,BROsenzweig,BROsenzweig,38,0,False,20.43,20.99,3.945,18.57,19.07,4.3063,90.4002,20.3696,0.76,776.36,20.43,20.99,3.5738,72.5,26.68,False,-0.0039,1.0,7410.0,-838.875,7147.0,59.375,6338.0,193.25,4810.0,317.5,4157.0,-63.25,3429.0,-3.5,1040.0,0,T#62,
startup,2.03,Tyreek Hill,plehv79,plehv79,31,0,False,20.04,20.85,2.8313,18.94,19.7,4.645,95.6201,25.1968,0.9394,621.2,20.04,20.85,2.4612,83.4,26.53,False,-0.0075,1.0,8291.0,390.625,8240.0,1496.125,7073.0,1385.125,4995.0,1043.75,6278.0,2941.75,6752.0,4502.375,673.0,0,T#166,
startup,2.04,Austin Ekeler,stevenb123,stevenb123,24,0,False,19.17,19.69,1.3463,16.66,17.11,1.5312,77.6228,2.7376,0.7273,460.1,19.17,19.69,0.8813,56.4,25.32,False,-0.0047,1.0,6659.0,-1266.5,5934.0,-1196.375,5823.0,-321.5,5441.0,1353.5,5273.0,1384.0,2098.0,-1048.125,683.0,0,T#236,
startup,2.05,Josh Jacobs,AceMatthew,AceMatthew,82,0,False,16.24,16.68,-2.61,16.14,16.58,-0.2625,84.8727,5.7797,0.7961,1322.7,16.13,16.57,-2.9563,60.7,22.58,False,0.0026,0.9111,8154.0,456.625,6551.0,-597.375,4825.0,-1460.875,3484.0,-992.25,5461.0,1295.875,4234.0,1038.5,2204.0,0,,
startup,2.06,Julio Jones,JacobRosenzweig,JacobRosenzweig,17,0,False,11.65,12.12,-7.7538,9.25,9.63,-8.6862,34.7889,-53.3491,0.5152,184.3,10.84,11.28,-8.9213,5.4,31.59,False,-0.0102,0.7222,6945.0,-756.625,4569.0,-2717.25,3639.0,-2689.625,1366.0,-3351.25,0.0,-5161.25,0.0,-3750.375,662.0,0,T#119,
startup,2.07,Davante Adams,LWebs53,LWebs53,31,0,False,23.49,24.43,6.26,19.09,19.86,3.1575,107.516,28.2635,0.8611,728.1,23.49,24.43,6.1112,76.1,27.71,False,-0.0057,1.0,8092.0,650.125,8342.0,1731.5,7079.0,1335.0,5325.0,971.25,5045.0,336.875,3858.0,545.0,747.0,0,T#169,
startup,2.08,Nick Chubb,Oliverwkw,Oliverwkw,50,0,False,12.79,13.13,-6.2187,12.75,13.1,-4.1287,44.9447,-36.7761,0.495,747.7,14.95,15.36,-3.8338,29.2,24.71,False,-0.0024,0.7692,7754.0,288.875,7435.0,1007.5,6658.0,1058.125,4680.0,214.375,5555.0,1229.125,2518.0,-567.625,2172.0,0,#1037,
startup,3.01,George Kittle,Oliverwkw,Oliverwkw,46,0,False,13.74,18.81,0.5462,13.46,18.41,2.1238,77.3924,1.0184,0.6866,649.0,14.11,19.31,0.985,65.6,26.92,False,-0.0064,0.92,8078.0,489.75,7400.0,883.75,6226.0,602.375,4345.0,-56.875,3826.0,-558.625,3420.0,266.75,1328.0,0,T#256,
startup,3.02,Travis Kelce,LWebs53,LWebs53,61,0,False,17.84,24.41,7.2312,16.59,22.7,7.3025,126.7348,63.4753,0.9104,1088.06,17.84,24.41,6.8575,85.6,30.93,False,-0.0116,1.0,7175.0,-555.25,7241.0,369.5,6607.0,1112.0,4658.0,127.875,5695.0,1569.75,3694.0,749.25,1341.0,0,T#72,
startup,3.03,Mark Andrews,JacobRosenzweig,JacobRosenzweig,44,0,False,14.37,19.67,1.3375,11.98,16.39,-0.1212,92.0436,20.6865,0.88,613.5,13.94,19.08,0.21,67.6,25.01,False,0.0019,0.9773,6479.0,-1454.375,5514.0,-1902.125,5101.0,-857.0,5861.0,1266.0,5577.0,1064.625,3788.0,569.25,1078.0,0,T#124,
startup,3.04,Joe Mixon,AceMatthew,AceMatthew,13,0,False,18.48,18.98,1.8188,16.7,17.15,1.54,52.7955,-16.9747,0.4643,237.7,18.28,18.78,1.035,56.7,24.13,False,-0.0003,0.7647,8139.0,463.375,5869.0,-1369.75,5499.0,-354.25,5245.0,553.5,3730.0,-775.625,3593.0,584.0,451.0,0,T#9,
startup,3.05,Chris Godwin,stevenb123,stevenb123,25,0,False,16.04,16.69,-1.35,14.3,14.88,-0.5987,67.2955,-2.5775,0.7576,401.1,16.04,16.69,-1.63,56.9,24.54,False,-0.0034,1.0,7968.0,280.875,6609.0,-433.25,5581.0,7.75,4596.0,58.75,4014.0,-216.0,3541.0,697.625,686.0,0,T#303,
startup,3.06,Deshaun Watson,plehv79,plehv79,22,0,False,16.97,13.6,-4.795,17.17,13.76,-1.3963,29.2997,-44.4706,0.2619,425.14,19.32,15.49,-2.8863,37.6,24.99,False,-0.0046,0.5116,8387.0,983.875,9234.0,2677.375,4177.0,-1579.625,4823.0,291.75,5255.0,1202.75,2840.0,-36.0,1807.0,0,#1140,
startup,3.07,DeAndre Hopkins,BROsenzweig,BROsenzweig,44,0,False,15.97,16.61,-0.7112,11.75,12.23,-2.64,64.8781,0.8232,0.6984,697.5,15.85,16.49,-1.0638,44.2,28.26,False,-0.0069,0.8269,7874.0,375.0,7199.0,224.375,5837.0,209.75,3088.0,-2159.625,2979.0,-1314.625,2286.0,-942.5,1183.0,0,T#68,
startup,3.08,Russell Wilson,shmuel256,shmuel256,33,0,False,17.92,14.37,-2.4963,16.72,13.41,-0.5037,55.5726,-3.3582,0.7333,623.0,18.88,15.13,-1.9412,47.7,31.78,False,-0.0145,0.8684,7690.0,204.375,7278.0,586.875,6639.0,1510.75,5481.0,1161.25,3144.0,-454.875,1985.0,-807.625,812.0,0,T#313,
startup,4.01,Miles Sanders,shmuel256,shmuel256,2,0,False,17.4,17.87,1.7663,9.52,9.78,-4.4863,60.2675,1.9752,0.6667,34.8,17.4,17.87,1.3588,40.1,23.36,False,0.0,1.0,7675.0,300.375,6603.0,-174.375,4500.0,-822.125,2797.0,-1769.0,3634.0,162.875,1141.0,-1824.25,20.0,1,T#51,
startup,4.02,Aaron Jones,BROsenzweig,BROsenzweig,11,0,False,18.07,18.56,2.7,14.33,14.71,1.3637,70.5748,14.9166,0.7857,198.8,18.07,18.56,2.32,69.9,25.77,False,-0.0023,1.0,6225.0,-1005.75,6140.0,-435.375,6289.0,1464.75,4524.0,423.5,3645.0,493.25,2980.0,510.25,97.0,0,T#52,
startup,4.03,Jonathan Taylor,plehv79,plehv79,34,0,False,18.33,18.83,3.4437,18.38,18.88,6.865,84.5902,31.3795,0.8718,623.2,18.33,18.83,3.515,88.2,21.64,False,0.0015,1.0,7429.0,507.625,8550.0,2752.125,7232.0,2603.625,8654.0,5537.25,5350.0,3068.25,5960.0,4217.75,773.0,0,T#308,
startup,4.04,Kenyan Drake,stevenb123,stevenb123,9,0,False,13.43,13.79,-2.2825,9.66,9.92,-3.56,41.7452,-18.1947,0.6429,121.4,13.49,13.86,-2.0937,22.4,26.62,False,-0.007,0.75,6188.0,-940.875,3325.0,-3355.25,1911.0,-3732.375,831.0,-3800.5,184.0,-2986.75,0.0,-3068.125,97.0,0,T#158,
startup,4.05,Mike Evans,LWebs53,AceMatthew,23,1,False,15.74,16.38,0.5137,15.71,16.34,3.5025,52.3823,-5.3399,0.6389,376.7,16.38,17.04,1.4612,70.4,27.06,False,-0.0045,0.7188,7236.0,564.25,5884.0,-101.25,4911.0,-74.125,4531.0,1047.125,3198.0,797.0,4130.0,1826.25,747.0,1,T#169,T#155
startup,4.06,Adam Thielen,JacobRosenzweig,JacobRosenzweig,38,0,False,14.83,15.43,-0.37,11.97,12.45,-0.755,56.5299,-1.6728,0.6909,555.5,14.62,15.21,-0.4125,46.1,30.05,False,-0.0073,0.7708,5367.0,-1382.125,4530.0,-1571.875,3387.0,-1891.0,2599.0,-1212.375,1470.0,-777.125,1416.0,-1084.375,1126.0,0,T#125,
startup,4.07,Kenny Golladay,AceMatthew,LWebs53,9,1,False,9.69,10.08,-5.4437,7.0,7.28,-5.8312,23.7349,-32.9885,0.3214,72.3,8.03,8.36,-7.345,12.1,26.85,False,-0.0053,0.6923,7116.0,531.5,5424.0,-425.5,3553.0,-1387.5,1083.0,-2842.125,0.0,-2264.25,0.0,-2402.375,450.0,3,T#8,T#1
startup,4.08,Kyler Murray,Oliverwkw,Oliverwkw,40,0,False,21.28,17.06,2.895,18.7,14.99,3.4538,75.8668,31.047,0.8,829.86,20.75,16.63,2.4625,83.3,23.09,False,0.0006,1.0,8293.0,1849.125,9033.0,3886.875,8636.0,4529.0,7383.0,4702.25,4925.0,3343.625,6933.0,5512.0,990.0,0,T#243,
startup,5.01,Chris Carson,Oliverwkw,Oliverwkw,15,0,False,14.91,15.31,1.3987,14.3,14.69,2.8575,48.468,4.0521,0.4545,223.6,14.91,15.31,1.0275,52.9,25.98,False,-0.0047,1.0,5081.0,-1855.375,4277.0,-1955.375,4373.0,-599.375,0.0,-4068.875,0.0,-2673.0,0.0,-2616.5,684.0,0,#917,
startup,5.02,Allen Robinson,AceMatthew,LWebs53,7,1,False,15.76,16.39,2.485,8.48,8.83,-3.7513,68.2595,22.3838,1.0,110.3,15.76,16.39,2.205,42.9,27.05,False,-0.0056,1.0,6425.0,-337.5,6182.0,-80.375,5319.0,194.75,3485.0,-281.75,675.0,-2383.0,0.0,-2981.0,49.0,0,T#4,T#1
startup,5.03,JuJu Smith-Schuster,JacobRosenzweig,JacobRosenzweig,24,0,False,10.57,11.0,-2.8975,8.45,8.79,-3.9113,25.9449,-20.9953,0.3582,285.3,11.89,12.37,-1.8363,21.9,23.8,False,0.0042,0.5217,6657.0,-59.625,5015.0,-1067.5,3755.0,-1286.25,3918.0,250.75,2312.0,-465.125,780.0,-2068.25,1373.0,0,#418,
startup,5.04,DJ Moore,LWebs53,AceMatthew,16,1,False,14.36,14.94,0.5387,13.45,13.99,0.7138,41.494,-7.0932,0.5714,227.7,14.23,14.8,-0.5812,62.0,23.41,False,0.0023,0.6154,7481.0,1119.25,6532.0,521.75,5647.0,541.875,4999.0,1097.625,4812.0,1904.0,5042.0,2726.5,451.0,0,T#9,T#155
startup,5.05,J.K. Dobbins,stevenb123,stevenb123,1,0,False,9.75,10.01,-4.8937,11.67,11.99,-0.7862,11.115,-39.5898,0.0303,13.1,13.1,13.46,-2.0787,41.5,21.73,False,0.0015,0.0714,6916.0,802.625,7259.0,1849.625,4571.0,-141.625,4553.0,1225.625,3992.0,1496.5,2631.0,880.75,636.0,14,T#377,
startup,5.06,A.J. Brown,plehv79,plehv79,66,0,False,16.73,17.41,3.455,15.83,16.47,4.37,83.8522,39.9136,0.7857,1100.4,16.67,17.34,2.265,89.1,23.2,False,-0.0013,0.9429,7189.0,938.125,8029.0,2507.125,7072.0,2571.375,5599.0,1995.25,6953.0,4344.5,7046.0,5446.625,1784.0,0,T#204,
