Player,Year,Top Team,Last team,Rookie?,Age,Points,Points (full season),Avg points,Avg points (full season),Adjusted Avg points,Times as Player of the week?,Times as QB of the week?,Times as RB of the week?,Times as WR of the week?,Times as TE of the week?,Times as Benchwarmer of the week?,Times as Bench QB of the week?,Times as Bench RB of the week?,Times as Bench WR of the week?,Times as Bench TE of the week?,Times as Highest starter on team?,Times as Lowest starter on team?,Times as Captain?,Number of teams,Number of transactions,Number of drops,Number of trades,Starter scoring volatility,Starter scoring floor,Starter scoring ceiling,Starter boom %,Starter bust %,Starter upper quartile %,Starter middle 50% %,Starter lower quartile %,Starter PAR,Starter PAR per game,Rostered scoring volatility,Rostered scoring floor,Rostered scoring ceiling,Rostered boom %,Rostered bust %,Rostered upper quartile %,Rostered middle 50% %,Rostered lower quartile %,Rostered consistency percentile,Rostered floor percentile,Rostered ceiling percentile,Consistency percentile,Floor percentile,Ceiling percentile,Weeks missed due to injury,Weeks missed due to suspension,Weeks as starter,Weeks on bench,Weeks rostered,% of starts,Win % as starter,Win % while rostered,Total points as starter,% of league points,Change in points from previous season,Change in avg points from previous season,Change in points from career,Change in avg points from career,PPG starter,Adjusted PPG starter,PPG bench,Adjusted PPG bench,PPG starter vs bench diff
Isaiah Likely,2024,BROsenzweig,BROsenzweig,False,24.53,116.9,149.3,6.876470588235295,8.7824,8.35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,7.05,0.0,26.1,7.1,14.3,7.1,35.7,35.7,27.0,23.2,85.4,,,,2,0,0,17,17,0.0,,0.5882,0.0,0.0,33.20000000000002,1.5262000000000011,45.6,1.8691,,,6.8765,8.35,-8.35
Isaiah Likely,2025,BROsenzweig,BROsenzweig,False,25.52,55.5,60.7,3.264705882352941,5.0583,5.0455,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,3.7,3.7,0.0,0.0,0.0,0.0,100.0,-0.65,-0.65,4.37,0.0,12.5,0.0,45.5,0.0,27.3,27.3,68.2,23.9,23.9,,48.4,9.7,5,0,1,16,17,0.0588,0.0,0.6471,3.7,0.0002,-88.60000000000001,-3.724100000000001,-58.2,-2.5311,3.7,3.7,3.2375,5.18,-1.48
Isaiah Likely,2026,BROsenzweig,BROsenzweig,False,26.54,,,,,,,,,,,,,,,,,,,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah McKenzie,2022,LWebs53,Oliverwkw,False,27.52,15.7,122.8,7.85,7.675,7.85,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,,5.8,5.8,0.0,0.0,0.0,0.0,100.0,0.27,0.27,2.9,5.8,9.9,0.0,0.0,0.0,50.0,50.0,91.4,88.9,16.2,,69.9,12.5,0,0,1,1,2,0.5,1.0,1.0,5.8,0.0003,,,47.13,2.1717,5.8,5.8,9.9,9.9,-4.1
Isaiah Spiller,2022,Oliverwkw,Oliverwkw,True,21.22,8.399999999999999,8.4,0.49411764705882344,1.68,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,1.91,-0.5,4.2,0.0,100.0,0.0,0.0,0.0,93.3,4.9,14.8,,,,11,0,0,17,17,0.0,,0.5882,0.0,0.0,,,,,,,0.4941,1.68,-1.68
Isaiah Spiller,2023,stevenb123,stevenb123,False,22.28,9.1,19.0,3.033333333333333,2.1111,3.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,,,,,,,,,,,1.6,1.5,4.7,0.0,100.0,0.0,0.0,0.0,98.7,47.0,8.5,,,,0,0,0,3,3,0.0,,0.3333,0.0,0.0,10.6,0.43110000000000004,10.6,0.4311,,,3.0333,3.0333,-3.0333
Isaiah Spiller,2024,LWebs53,LWebs53,False,23.23,,0.0,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-19.0,,,,,,,,
Isiah Pacheco,2022,stevenb123,stevenb123,True,23.66,120.6,171.2,7.094117647058823,8.56,7.5375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.55,8.7,12.3,0.0,0.0,0.0,50.0,50.0,10.74,5.37,5.45,-0.1,16.2,0.0,37.5,0.0,43.8,18.8,66.7,7.4,34.6,95.3,80.9,29.1,0,0,2,15,17,0.1176,1.0,0.7647,21.0,0.0012,,,,,10.5,10.5,6.64,7.1143,3.3857
Isiah Pacheco,2023,LWebs53,LWebs53,False,24.65,213.9,278.4,12.58235294117647,15.4667,15.2786,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,1,7.83,6.7,29.5,9.1,0.0,27.3,45.5,18.2,108.5,9.86,7.5,6.6,29.5,7.1,0.0,21.4,50.0,21.4,25.6,92.7,82.9,39.5,67.0,81.8,2,0,11,6,17,0.6471,0.5455,0.4706,181.4,0.0101,107.19999999999999,6.906699999999999,107.2,6.9067,16.4909,16.4909,5.4167,10.8333,5.6576
Isiah Pacheco,2024,LWebs53,LWebs53,False,25.66,56.900000000000006,65.3,3.3470588235294123,6.53,8.1286,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,5.7,1.8,16.1,0.0,28.6,0.0,28.6,42.9,5.86,0.84,5.7,1.8,16.1,0.0,28.6,0.0,28.6,42.9,47.4,51.2,40.5,61.4,11.7,23.4,9,0,7,10,17,0.4118,0.2857,0.4118,56.9,0.0028,-213.09999999999997,-8.936699999999998,-159.5,-5.3016,8.1286,8.1286,0.0,,8.1286
Isiah Pacheco,2025,LWebs53,LWebs53,False,26.66,87.3,87.3,5.135294117647058,6.7154,6.7154,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,4.8,4.8,0.0,100.0,0.0,0.0,0.0,-4.51,-4.51,3.89,2.1,13.5,0.0,38.5,0.0,23.1,38.5,79.7,58.3,32.1,,39.2,5.9,3,0,1,16,17,0.0588,0.0,0.2941,4.8,0.0002,22.0,0.18539999999999957,-84.3333,-4.0117,4.8,4.8,5.1562,6.875,-2.075
Isiah Pacheco,2026,LWebs53,LWebs53,False,27.67,,,,,,,,,,,,,,,,,,,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel Abanikanda,2023,LWebs53,LWebs53,True,21.14,0.0,18.3,0.0,3.05,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0.0,,1.0,0.0,0.0,,,,,,,0.0,,
Israel Abanikanda,2024,shmuel256,shmuel256,False,22.18,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,3,0.0,,1.0,0.0,0.0,-18.3,,,,,,0.0,,
J.D. McKissic,2020,JacobRosenzweig,JacobRosenzweig,False,27.26,112.9,196.7,14.1125,11.5706,14.1125,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,7.62,4.7,25.7,0.0,16.7,16.7,50.0,16.7,41.76,6.96,7.77,4.7,25.7,0.0,12.5,25.0,37.5,25.0,24.2,65.4,64.2,42.9,35.8,68.3,0,0,6,2,8,0.75,0.3333,0.375,82.6,0.0046,,,149.75,6.6285,13.7667,13.7667,15.15,15.15,-1.3833
J.D. McKissic,2021,stevenb123,Oliverwkw,False,28.2,57.400000000000006,127.9,11.48,11.6273,14.35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,0,,9.6,9.6,0.0,0.0,0.0,100.0,0.0,1.07,1.07,6.85,7.9,22.6,0.0,0.0,25.0,50.0,25.0,52.9,88.9,51.9,,76.4,14.5,0,0,1,4,5,0.2,1.0,0.6,9.6,0.0005,-68.79999999999998,0.056699999999999307,31.0333,3.5551,9.6,9.6,11.95,15.9333,-6.3333
J.J. McCarthy,2024,Oliverwkw,Oliverwkw,True,21.77,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0,17,17,0.0,,0.2941,0.0,0.0,,,,,,,0.0,,
J.J. McCarthy,2025,Oliverwkw,Oliverwkw,False,22.77,113.4,121.38,6.670588235294118,12.138,12.6,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,9.85,-0.52,17.92,0.0,33.3,0.0,66.7,0.0,2.48,0.83,9.21,-0.52,23.5,0.0,33.3,0.0,55.6,11.1,15.6,12.2,38.8,14.8,2.9,25.7,7,0,3,14,17,0.1765,0.3333,0.2941,32.12,0.0016,121.38,,,,10.7067,10.7067,5.8057,13.5467,-2.84
J.K. Dobbins,2020,stevenb123,stevenb123,True,21.85,136.5,187.5,8.53125,11.0294,9.75,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,13.1,13.1,0.0,0.0,0.0,100.0,0.0,6.11,6.11,4.83,2.4,18.5,0.0,21.4,0.0,50.0,28.6,78.8,38.3,45.7,,93.3,38.3,1,0,1,15,16,0.0625,0.0,0.1875,13.1,0.0007,,,,,13.1,13.1,8.2267,9.4923,3.6077
J.K. Dobbins,2021,stevenb123,stevenb123,False,22.86,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0,17,17,0.0,,0.7059,0.0,0.0,-187.5,,,,,,0.0,,
J.K. Dobbins,2022,shmuel256,shmuel256,False,23.86,81.2,101.7,4.776470588235294,11.3,10.15,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,5.21,1.5,13.8,0.0,25.0,0.0,50.0,25.0,7.74,1.93,7.24,1.5,22.3,0.0,25.0,12.5,37.5,25.0,41.3,50.6,53.7,76.7,18.2,30.9,8,0,4,13,17,0.2353,0.5,0.4118,30.5,0.0017,101.7,,-85.8,0.2706,7.625,7.625,3.9,12.675,-5.05
J.K. Dobbins,2023,plehv79,plehv79,False,24.86,11.7,11.7,0.6882352941176471,11.7,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,,11.7,11.7,0.0,0.0,0.0,100.0,0.0,3.93,3.93,,11.7,11.7,0.0,0.0,0.0,100.0,0.0,,98.8,22.0,,97.7,26.1,15,0,1,16,17,0.0588,1.0,0.5882,11.7,0.0007,-90.0,0.3999999999999986,-132.9,,11.7,11.7,0.0,,11.7
J.K. Dobbins,2024,plehv79,plehv79,False,25.86,181.29999999999998,194.4,10.66470588235294,13.8857,15.1083,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,6.27,8.5,24.5,0.0,0.0,25.0,62.5,12.5,51.56,6.45,5.98,8.4,24.5,0.0,0.0,25.0,58.3,16.7,44.7,94.6,68.5,47.7,78.7,56.4,4,0,8,9,17,0.4706,0.625,0.4706,116.5,0.0058,182.70000000000002,2.1857000000000006,94.1,2.7413,14.5625,14.5625,7.2,16.2,-1.6375
J.K. Dobbins,2025,BROsenzweig,BROsenzweig,False,26.86,115.9,115.9,6.81764705882353,11.59,11.59,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3.98,4.0,15.5,0.0,11.1,0.0,88.9,0.0,42.38,4.71,4.1,4.0,15.5,0.0,10.0,0.0,80.0,10.0,75.9,70.2,41.7,82.2,31.4,29.4,6,0,9,8,17,0.5294,0.2222,0.4706,109.0,0.0055,-78.5,-2.2957,-7.925,-0.4905,12.1111,12.1111,0.8625,6.9,5.2111
Ja'Lynn Polk,2024,AceMatthew,AceMatthew,True,22.55,32.699999999999996,32.7,1.9235294117647057,2.3357,2.3357,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,3.03,0.0,9.2,0.0,78.6,0.0,7.1,14.3,85.8,22.5,21.3,,,,2,0,0,17,17,0.0,,0.4706,0.0,0.0,,,,,,,1.9235,2.3357,-2.3357
Ja'Lynn Polk,2025,AceMatthew,AceMatthew,False,23.56,,0.0,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-32.7,,,,,,,,
Ja'Lynn Polk,2026,BROsenzweig,BROsenzweig,False,24.56,,,,,,,,,,,,,,,,,,,1,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ja'Marr Chase,2021,BROsenzweig,BROsenzweig,True,21.66,299.0,374.6,17.58823529411765,17.8381,18.6875,1,0,0,1,0,0,0,0,1,0,2,1,1,1,0,0,0,14.21,1.3,55.6,23.1,7.7,7.7,53.8,7.7,168.98,13.0,12.83,1.3,55.6,18.8,6.2,18.8,50.0,6.2,2.3,28.4,100.0,4.1,18.6,100.0,0,0,13,4,17,0.7647,0.3846,0.4118,242.2,0.0128,,,,,18.6308,18.6308,14.2,18.9333,-0.3025
Ja'Marr Chase,2022,BROsenzweig,BROsenzweig,False,22.66,219.8,296.7,12.929411764705883,19.78,19.9818,0,0,0,2,0,1,0,0,0,0,3,1,0,1,0,0,0,10.22,0.0,33.0,36.4,0.0,0.0,63.6,0.0,151.96,12.66,8.85,10.8,33.0,36.4,0.0,0.0,63.6,0.0,16.1,100.0,87.9,12.0,7.4,88.2,4,0,12,5,17,0.7059,0.5833,0.5882,219.8,0.0122,-77.90000000000003,1.9419000000000004,-77.9,1.9419,18.3167,19.9818,0.0,,19.9818
Ja'Marr Chase,2023,BROsenzweig,BROsenzweig,False,23.66,255.82,261.72,15.048235294117646,16.3575,17.0547,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,12.58,5.9,52.2,20.0,0.0,13.3,53.3,13.3,164.65,10.98,12.58,5.9,52.2,20.0,0.0,13.3,53.3,13.3,1.0,88.1,100.0,4.0,69.4,100.0,1,0,15,2,17,0.8824,0.3333,0.3529,255.82,0.0143,-34.97999999999996,-3.4224999999999994,-73.93,-2.2897,17.0547,17.0547,0.0,,17.0547
Ja'Marr Chase,2024,BROsenzweig,BROsenzweig,False,24.66,377.4,403.0,22.2,23.7059,23.5875,2,0,0,4,0,0,0,0,0,0,2,0,2,1,0,0,0,13.28,7.5,55.4,31.2,0.0,18.8,43.8,6.2,285.59,17.85,13.28,7.5,55.4,31.2,0.0,18.8,43.8,6.2,1.8,96.7,100.0,3.3,86.6,100.0,0,0,16,1,17,0.9412,0.5625,0.5882,377.4,0.0187,141.27999999999997,7.348399999999998,91.9933,5.7632,23.5875,23.5875,0.0,,23.5875
Ja'Marr Chase,2025,BROsenzweig,BROsenzweig,False,25.66,290.0,313.6,17.058823529411764,19.6,19.3333,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,10.57,4.6,38.1,20.0,0.0,33.3,26.7,20.0,204.89,13.66,10.57,4.6,38.1,20.0,0.0,33.3,26.7,20.0,4.7,87.7,97.4,8.9,61.8,95.6,1,0,15,2,17,0.8824,0.6667,0.6471,290.0,0.0147,-89.39999999999998,-4.105899999999998,-20.405,0.2374,19.3333,19.3333,0.0,,19.3333
Ja'Tavion Sanders,2024,LWebs53,LWebs53,True,21.59,65.7,72.2,3.864705882352941,4.8133,4.6929,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,4.51,0.0,12.7,0.0,50.0,0.0,35.7,14.3,64.9,23.2,36.6,,,,2,0,0,17,17,0.0,,0.4118,0.0,0.0,,,,,,,3.8647,4.6929,-4.6929
Ja'Tavion Sanders,2025,LWebs53,LWebs53,False,22.59,54.0,54.0,3.176470588235294,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,3.84,0.0,12.4,0.0,50.0,0.0,25.0,25.0,86.4,23.9,19.6,,,,4,0,0,17,17,0.0,,0.2941,0.0,0.0,-18.200000000000003,-0.3132999999999999,-18.2,-0.3133,,,3.1765,4.5,-4.5
Jack Bech,2025,plehv79,plehv79,True,22.86,42.4,42.4,2.4941176470588236,3.0286,3.2615,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,,,,,,,,,,,3.17,0.0,11.0,0.0,76.9,0.0,7.7,15.4,85.4,23.7,21.9,,,,3,0,0,17,17,0.0,,0.2941,0.0,0.0,,,,,,,2.4941,3.2615,-3.2615
Jack Doyle,2020,Oliverwkw,Oliverwkw,False,30.33,7.9,86.1,7.9,6.15,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,7.9,7.9,0.0,0.0,0.0,100.0,0.0,,96.7,13.3,,,,0,0,0,1,1,0.0,,1.0,0.0,0.0,,,-0.05,-1.6818,,,7.9,7.9,-7.9
Jacob Cowing,2024,LWebs53,LWebs53,True,23.78,-2.0,10.7,-0.2222222222222222,0.7133,-0.2857,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,0.76,-2.0,0.0,0.0,100.0,0.0,0.0,0.0,97.3,1.6,2.5,,,,1,0,0,9,9,0.0,,0.2222,0.0,0.0,,,,,,,-0.2222,-0.2857,0.2857
Jacoby Brissett,2022,plehv79,plehv79,False,29.86,20.32,166.82,20.32,11.9157,20.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,20.32,20.32,0.0,0.0,0.0,100.0,0.0,8.68,8.68,,20.32,20.32,0.0,0.0,0.0,100.0,0.0,,97.9,42.6,,100.0,38.2,0,0,1,0,1,1.0,1.0,1.0,20.32,0.0011,,,89.58,4.3801,20.32,20.32,,,20.32
Jacoby Brissett,2023,LWebs53,LWebs53,False,31.03,0.0,22.86,0.0,11.43,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0.0,,1.0,0.0,0.0,-143.95999999999998,-0.4856999999999996,-72.296,2.7795,,,0.0,,
Jacoby Brissett,2024,JacobRosenzweig,JacobRosenzweig,False,31.89,,42.44,,6.0629,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,19.58,-5.3671,-40.6667,-2.6852,,,,,
Jacoby Brissett,2025,AceMatthew,AceMatthew,False,32.96,146.32,226.64,18.29,16.1886,18.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,19.42,19.42,0.0,0.0,0.0,100.0,0.0,8.48,8.48,3.46,10.62,21.88,0.0,0.0,0.0,87.5,12.5,91.1,91.8,34.7,,94.3,31.4,0,0,1,7,8,0.125,1.0,0.875,19.42,0.001,184.2,10.125700000000002,149.3429,7.7342,19.42,19.42,18.1286,18.1286,1.2914
Jacory Croskey-Merritt,2025,plehv79,plehv79,True,24.54,136.4,139.3,8.023529411764706,8.1941,8.525,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,7.69,1.7,27.0,7.1,42.9,7.1,21.4,21.4,33.68,2.41,7.52,1.7,27.0,6.2,50.0,6.2,18.8,18.8,26.6,51.8,70.2,34.4,15.7,66.7,0,0,14,3,17,0.8235,0.3571,0.3529,131.2,0.0067,,,,,9.3714,9.3714,1.7333,2.6,6.7714
Jahan Dotson,2022,JacobRosenzweig,JacobRosenzweig,True,22.6,120.4,130.6,7.082352941176471,10.8833,10.9455,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,8.02,0.0,20.5,0.0,36.4,18.2,36.4,9.1,26.9,18.2,49.5,,,,5,0,0,17,17,0.0,,0.1765,0.0,0.0,,,,,,,7.0824,10.9455,-10.9455
Jahan Dotson,2023,JacobRosenzweig,JacobRosenzweig,False,23.6,121.1,124.8,7.123529411764705,7.3412,7.5687,0,0,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,7.03,0.0,24.8,0.0,30.8,7.7,38.5,23.1,30.9,2.38,6.7,0.0,24.8,0.0,31.2,6.2,37.5,25.0,37.0,13.8,65.7,54.0,5.6,62.9,0,0,13,4,17,0.7647,0.1538,0.2941,106.6,0.0059,-5.799999999999997,-3.5421000000000005,-5.8,-3.5421,8.2,8.2,3.625,4.8333,3.3667
Jahan Dotson,2024,JacobRosenzweig,JacobRosenzweig,False,24.6,25.5,56.2,1.5,3.5125,1.9615,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,1.47,0.0,4.6,0.0,92.3,0.0,0.0,7.7,95.6,22.5,9.0,,,,3,0,0,17,17,0.0,,0.2353,0.0,0.0,-68.6,-3.8286999999999995,-71.5,-5.2944,,,1.5,1.9615,-1.9615
Jahan Dotson,2025,JacobRosenzweig,JacobRosenzweig,False,25.61,,50.2,,3.1375,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-6.0,-0.375,-53.6667,-3.7869,,,,,
Jahmyr Gibbs,2023,stevenb123,stevenb123,True,21.6,232.1,291.9,13.652941176470588,16.2167,16.5786,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,,,,,,,,,,,8.76,5.3,29.9,21.4,0.0,21.4,35.7,21.4,12.8,84.1,85.4,,,,2,0,0,17,17,0.0,,0.2941,0.0,0.0,,,,,,,13.6529,16.5786,-16.5786
Jahmyr Gibbs,2024,stevenb123,stevenb123,False,22.61,316.9,398.4,18.641176470588235,22.1333,19.8062,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,6.16,10.4,32.0,18.8,0.0,18.8,62.5,0.0,197.75,12.36,6.16,10.4,32.0,18.8,0.0,18.8,62.5,0.0,39.5,98.8,89.3,54.5,89.4,83.0,0,0,16,1,17,0.9412,0.8125,0.8235,316.9,0.0157,106.5,5.916599999999999,106.5,5.9166,19.8062,19.8062,0.0,,19.8062
Jahmyr Gibbs,2025,stevenb123,stevenb123,False,23.61,345.6,365.9,20.329411764705885,21.5235,21.6,1,0,2,0,0,0,0,0,0,0,3,1,1,1,0,0,0,13.96,5.8,55.4,31.2,0.0,6.2,43.8,18.8,237.18,14.82,13.96,5.8,55.4,31.2,0.0,6.2,43.8,18.8,1.3,88.1,100.0,2.2,52.9,100.0,0,0,16,1,17,0.9412,0.5,0.5294,345.6,0.0176,-32.5,-0.6097999999999999,20.75,2.3485,21.6,21.6,0.0,,21.6
Jake Bobo,2023,JacobRosenzweig,JacobRosenzweig,True,25.3,23.8,56.9,2.38,4.0643,2.975,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,,,,,,,,,,,3.14,1.4,10.6,0.0,87.5,0.0,12.5,0.0,90.0,38.1,16.7,,,,2,0,0,10,10,0.0,,0.6,0.0,0.0,,,,,,,2.38,2.975,-2.975
Jake Bobo,2024,JacobRosenzweig,JacobRosenzweig,False,26.25,,29.7,,2.475,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-27.2,-1.5893000000000002,-27.2,-1.5893,,,,,
Jake Browning,2023,AceMatthew,AceMatthew,False,27.65,113.78,141.54,18.963333333333335,15.7267,18.9633,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5.67,12.4,23.7,0.0,0.0,33.3,33.3,33.3,27.89,9.3,6.21,10.98,26.66,0.0,0.0,33.3,33.3,33.3,60.5,92.2,58.8,69.0,88.9,41.7,0,0,3,3,6,0.5,0.0,0.5,55.06,0.0031,,,,,18.3533,18.3533,19.5733,19.5733,-1.22
Jake Browning,2024,AceMatthew,AceMatthew,False,28.46,0.0,-0.2,0.0,-0.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,8,8,0.0,,0.375,0.0,0.0,-141.73999999999998,-15.826699999999999,-141.74,-15.8267,,,0.0,,
Jake Browning,2025,AceMatthew,AceMatthew,False,29.45,29.44,47.74,9.813333333333334,9.548,9.8133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,7.22,5.4,18.14,0.0,66.7,0.0,33.3,0.0,57.8,67.3,22.4,,,,0,0,0,3,3,0.0,,0.6667,0.0,0.0,47.940000000000005,9.648,-22.93,-3.3011,,,9.8133,9.8133,-9.8133
Jake Ferguson,2023,stevenb123,stevenb123,False,24.77,164.2,214.4,9.658823529411764,11.9111,10.2625,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2.41,6.2,12.2,0.0,0.0,0.0,80.0,20.0,16.01,3.2,5.6,2.5,22.1,0.0,12.5,12.5,56.2,18.8,55.3,75.0,67.5,94.7,76.9,50.0,0,0,5,12,17,0.2941,0.2,0.2941,44.6,0.0025,,,161.6,7.5111,8.92,8.92,9.9667,10.8727,-1.9527
Jake Ferguson,2024,LWebs53,LWebs53,False,25.77,99.2,102.4,5.835294117647059,7.3143,7.6308,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,4.18,2.1,14.1,0.0,18.2,0.0,45.5,36.4,21.22,1.93,4.55,2.1,15.5,0.0,15.4,0.0,46.2,38.5,59.5,67.1,43.9,68.4,45.7,47.8,3,0,11,6,17,0.6471,0.1818,0.4118,79.2,0.0039,-112.0,-4.596799999999999,-31.2,-1.5924,7.2,7.2,3.3333,10.0,-2.8
Jake Ferguson,2025,LWebs53,LWebs53,False,26.77,185.6,187.1,10.91764705882353,11.0059,11.6,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,6.85,0.0,23.9,7.7,7.7,15.4,53.8,15.4,74.89,5.76,6.88,0.0,23.9,6.2,6.2,25.0,50.0,12.5,27.3,23.9,69.6,42.9,9.7,74.2,0,0,13,4,17,0.7647,0.3846,0.2941,140.3,0.0071,84.69999999999999,3.6916,63.9,2.6059,10.7923,10.7923,11.325,15.1,-4.3077
Jake Fromm,2021,Oliverwkw,Oliverwkw,False,23.38,-0.8,9.9,-0.8,3.3,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,,-0.8,-0.8,0.0,100.0,0.0,0.0,0.0,,4.9,2.4,,,,0,0,0,1,1,0.0,,0.0,0.0,0.0,,,,,,,-0.8,-0.8,0.8
Jake Tonges,2025,shmuel256,shmuel256,False,26.28,49.2,106.7,6.15,8.8917,9.84,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,,19.0,19.0,0.0,0.0,100.0,0.0,0.0,13.8,13.8,5.81,4.1,19.0,0.0,0.0,20.0,60.0,20.0,47.7,88.0,54.3,,100.0,67.7,3,0,1,7,8,0.125,1.0,0.5,19.0,0.001,,,106.7,8.8917,19.0,19.0,4.3143,7.55,11.45
Jakobi Meyers,2020,AceMatthew,AceMatthew,False,24.04,69.66,142.52,9.95142857142857,11.8767,9.9514,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,3.5,3.5,0.0,100.0,0.0,0.0,0.0,-4.57,-4.57,4.62,3.5,16.1,0.0,14.3,0.0,71.4,14.3,79.7,56.9,31.0,,38.5,4.6,0,0,1,6,7,0.1429,1.0,0.2857,3.5,0.0002,,,80.62,6.2494,3.5,3.5,11.0267,11.0267,-7.5267
Jakobi Meyers,2021,plehv79,plehv79,False,24.96,177.3,196.3,10.429411764705883,11.5471,11.82,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,4.88,1.8,14.9,0.0,16.7,0.0,83.3,0.0,25.54,4.26,4.83,1.8,21.3,0.0,6.7,6.7,80.0,6.7,71.6,43.7,49.5,79.6,25.4,28.8,1,0,6,11,17,0.3529,0.5,0.4706,59.2,0.0031,53.78,-0.3295999999999992,94.09,2.6593,9.8667,9.8667,10.7364,13.1222,-3.2555
